area_type,id,acs_population,count,count_last_60_days,rate,deaths,multipolygon
Census Tract,06075017000,4323,673,20,1556.789267,11,"MULTIPOLYGON (((-122.44639199979093 37.76223200040653, -122.44640100020598 37.76207000013045, -122.4463840003213 37.761816000108354, -122.44615899983796 37.76182899980853, -122.44530900021016 37.76188000036177, -122.44419600014527 37.76194699985422, -122.44335900021764 37.761997000361305, -122.44290800010407 37.762022999761655, -122.44016799965345 37.762187000129984, -122.43949099990971 37.76222700017598, -122.43841799989076 37.7622910004294, -122.43734199973346 37.76235499978344, -122.43643700026729 37.76240899957571, -122.43631399999106 37.76242300022136, -122.43583699957782 37.762485000382526, -122.43551399997108 37.762597000151516, -122.43519299955727 37.762726999851225, -122.43519599969562 37.76276599985107, -122.43519999988007 37.76280599989701, -122.43520400006452 37.76284900008136, -122.4352159997186 37.762982999965516, -122.43525899990289 37.763462999617786, -122.4353169998796 37.764102000307105, -122.43539599992545 37.76492599963524, -122.43547199983288 37.765726999701315, -122.43554799974038 37.76652799976745, -122.43562399964782 37.767327999787426, -122.43579400029284 37.76905800042641, -122.43658800003612 37.76900099959653, -122.43710599964214 37.76896299964278, -122.43723100001063 37.769059999619344, -122.43755599970956 37.76904299973472, -122.43833799979882 37.76900699987317, -122.43882000044266 37.768400999806374, -122.43930100014103 37.76816599976115, -122.4401370000225 37.767756999785774, -122.4406039999746 37.766954999673544, -122.44193800033844 37.76595300023081, -122.44200900001533 37.76590699990817, -122.44216700010696 37.765887999931294, -122.44236100006009 37.765884999792945, -122.44257500003619 37.76592799997729, -122.44351100003257 37.76533999984116, -122.4435380003784 37.76532299995654, -122.44401299980007 37.76502499970405, -122.44404500037643 37.76495199993491, -122.443991999731 37.76480799958955, -122.44399699996154 37.76469599982056, -122.44403700000748 37.7645979997979, -122.44407199982288 37.764503999959686, -122.4441289997535 37.764427000006094, -122.44420299956874 37.76437100012163, -122.4443009995914 37.76430699986821, -122.44441200021362 37.76398700039982, -122.44466400014346 37.76332699964138, -122.44569199988587 37.762348000359964, -122.44582599977002 37.762264000083576, -122.44593100011554 37.76223299955336, -122.44616800025295 37.76221899980703, -122.4462470002988 37.762247000198954, -122.44628700034474 37.76231000040627, -122.44639199979093 37.76223200040653)))"
Census Tract,06075017101,4117,610,34,1481.661404,2,"MULTIPOLYGON (((-122.44943299973312 37.76320000008002, -122.44929599971056 37.76251900015177, -122.44911999968821 37.76164799955558, -122.44777999994699 37.76172599955527, -122.4472349999952 37.76175600003944, -122.44678299983553 37.761781000292956, -122.4463840003213 37.761816000108354, -122.44640100020598 37.76207000013045, -122.44639199979093 37.76223200040653, -122.44628700034474 37.76231000040627, -122.4462470002988 37.762247000198954, -122.44616800025295 37.76221899980703, -122.44593100011554 37.76223299955336, -122.44582599977002 37.762264000083576, -122.44569199988587 37.762348000359964, -122.44466400014346 37.76332699964138, -122.44441200021362 37.76398700039982, -122.4443009995914 37.76430699986821, -122.44420299956874 37.76437100012163, -122.4441289997535 37.764427000006094, -122.44407199982288 37.764503999959686, -122.44403700000748 37.7645979997979, -122.44399699996154 37.76469599982056, -122.443991999731 37.76480799958955, -122.44404500037643 37.76495199993491, -122.44401299980007 37.76502499970405, -122.4435380003784 37.76532299995654, -122.44351100003257 37.76533999984116, -122.44257500003619 37.76592799997729, -122.4428110001275 37.76601100020753, -122.44300400003453 37.76614500009174, -122.44304199998828 37.766214999722536, -122.44310500019554 37.766413999906206, -122.4435330001478 37.76669100008962, -122.44369500042387 37.76695399962745, -122.44376400000857 37.767067000341854, -122.44386600021568 37.767536000386144, -122.44335600007929 37.76894399966591, -122.44316700035677 37.76903700035734, -122.44241099966786 37.76949299980214, -122.44238400022141 37.76960000023985, -122.44250599955222 37.76968599970917, -122.44264699975918 37.769689999893615, -122.44276499980487 37.769661000354915, -122.44284299980455 37.76960499957113, -122.44307899989587 37.76956500042451, -122.44334000024077 37.76953299984814, -122.4434610004248 37.769496999986586, -122.44510599984199 37.76928400005659, -122.44592199970049 37.76917899971113, -122.44674499988179 37.769074000264936, -122.44756800006314 37.76896899991948, -122.44839000019834 37.768864999620064, -122.44801299990002 37.76700700027288, -122.44782400017743 37.766072000322595, -122.44763499955553 37.76513899956524, -122.44844099985221 37.765036000211296, -122.44827400024491 37.76419600014532, -122.44810899983042 37.76336699968732, -122.44943299973312 37.76320000008002)))"
Census Tract,06075017102,3893,625,27,1605.445672,0,"MULTIPOLYGON (((-122.45320600015674 37.768248999991386, -122.45335199969497 37.768245999853036, -122.45316500006464 37.7673069997183, -122.45305000015736 37.766741999743545, -122.45299600036509 37.76647600006743, -122.4529469999041 37.766373999860264, -122.45275800018152 37.76544300009442, -122.45256899955967 37.76450900019023, -122.45239999986006 37.76366900012431, -122.4522330002527 37.76284299980466, -122.4520970002763 37.76216700010701, -122.45195800016154 37.76147799980987, -122.45057999956731 37.76156100004016, -122.44911999968821 37.76164799955558, -122.44929599971056 37.76251900015177, -122.44943299973312 37.76320000008002, -122.44810899983042 37.76336699968732, -122.44827400024491 37.76419600014532, -122.44844099985221 37.765036000211296, -122.44763499955553 37.76513899956524, -122.44782400017743 37.766072000322595, -122.44801299990002 37.76700700027288, -122.44839000019834 37.768864999620064, -122.44945399980219 37.768728999643656, -122.45052199959059 37.76859299966725, -122.45167599974758 37.76844600008292, -122.45320600015674 37.768248999991386)))"
Census Tract,06075017602,3499,891,28,2546.441841,3,"MULTIPOLYGON (((-122.41093699974272 37.779212000133725, -122.41040100020598 37.77878500022763, -122.40993800043833 37.77841600029825, -122.40938700020985 37.7779769998387, -122.40883299984301 37.77841600029825, -122.4082720000527 37.77886100013512, -122.40769100023942 37.779317999626016, -122.40715899998781 37.77973900015479, -122.40571900013174 37.78087799962003, -122.40493299985803 37.78150000042473, -122.40324999958779 37.7828309997509, -122.40270799977435 37.78325899970315, -122.4037120002086 37.7840439999307, -122.40426699972221 37.78447900020575, -122.40479499978937 37.7849080002041, -122.40523600034112 37.785264999580136, -122.40583099990067 37.78574400008557, -122.40606199976145 37.78575699978575, -122.40629100042929 37.78550799999425, -122.40745099996366 37.784603999674914, -122.40810400039925 37.784019999723284, -122.40816000028377 37.78397300025381, -122.40868800035088 37.78355599990954, -122.40893099986573 37.78336400004861, -122.40898200041897 37.783324000002665, -122.40900200044194 37.78330800016414, -122.40905300009587 37.78326800011814, -122.40918399984167 37.78316399981878, -122.41005200029952 37.78247899970614, -122.4102709996069 37.782305999822086, -122.41033599990647 37.78224499970702, -122.41025000043714 37.7821869997303, -122.41017200043746 37.78213500003028, -122.4100690001842 37.782052999846144, -122.40969299993196 37.781754000446824, -122.40924499995674 37.781398000217564, -122.40870900042 37.78097100031147, -122.40984099956245 37.78007600040712, -122.41093699974272 37.779212000133725)))"
Census Tract,06075017603,4684,1069,39,2282.237404,4,"MULTIPOLYGON (((-122.41870399998959 37.77564500021663, -122.41865899971305 37.77555799980189, -122.4175150000172 37.77465100024352, -122.41710399994963 37.774324999599116, -122.41657599988247 37.77390600006191, -122.41610399969977 37.773531999901934, -122.41556099984024 37.773100999811334, -122.4143679996834 37.77404300008442, -122.4139439999156 37.77437800024455, -122.41376899993935 37.77451600031321, -122.4135869996403 37.77465999975925, -122.4131609997803 37.77499199978104, -122.41160600001683 37.776220999799364, -122.41101399969631 37.776689999843654, -122.41050599965212 37.777092000395555, -122.40992299974658 37.77755300007095, -122.40938700020985 37.7779769998387, -122.40993800043833 37.77841600029825, -122.41040100020598 37.77878500022763, -122.41093699974272 37.779212000133725, -122.41155100017846 37.77872600020481, -122.41218999996852 37.77822100029897, -122.41241300035966 37.77804500027662, -122.41248099989821 37.77799099958503, -122.41263299971314 37.777871000346465, -122.41315799964195 37.77745700014049, -122.41346899959461 37.777704999885884, -122.41414300009933 37.77824100032194, -122.41462099965935 37.77862299995155, -122.41467500035094 37.77866600013584, -122.41474099979729 37.77871899988202, -122.41478199988933 37.77874400013553, -122.4148349996355 37.77870099995124, -122.41600899981546 37.77777300032375, -122.4162609997453 37.777572000047826, -122.41629200027558 37.77749400004814, -122.41761500013212 37.77660000018989, -122.41870399998959 37.77564500021663)))"
Census Tract,06075017604,2710,735,40,2712.177122,2,"MULTIPOLYGON (((-122.41478199988933 37.77874400013553, -122.41474099979729 37.77871899988202, -122.41467500035094 37.77866600013584, -122.41462099965935 37.77862299995155, -122.41414300009933 37.77824100032194, -122.41346899959461 37.777704999885884, -122.41315799964195 37.77745700014049, -122.41263299971314 37.777871000346465, -122.41248099989821 37.77799099958503, -122.41241300035966 37.77804500027662, -122.41218999996852 37.77822100029897, -122.41155100017846 37.77872600020481, -122.41093699974272 37.779212000133725, -122.40984099956245 37.78007600040712, -122.40870900042 37.78097100031147, -122.40924499995674 37.781398000217564, -122.40969299993196 37.781754000446824, -122.4100690001842 37.782052999846144, -122.41017200043746 37.78213500003028, -122.41025000043714 37.7821869997303, -122.41033599990647 37.78224499970702, -122.41039099974483 37.782210999937774, -122.41145700034025 37.781368999779545, -122.4116999998551 37.78117699991867, -122.41198500040741 37.780952000334594, -122.41249200040545 37.780551999874945, -122.41254800028997 37.7805079996445, -122.41260900040498 37.78045900008283, -122.41336500019457 37.779862000431024, -122.41472099977426 37.77879099960501, -122.41478199988933 37.77874400013553)))"
Census Tract,06075017700,1877,809,17,4310.069259,3,"MULTIPOLYGON (((-122.41931000005644 37.7752330001029, -122.41933400026386 37.77520999994158, -122.41929900044846 37.77503399991923, -122.4192710000566 37.774904000219465, -122.41869899975899 37.77308099978836, -122.41868500001272 37.77303500036504, -122.41863799964392 37.772904999765956, -122.41860800005912 37.7727309998358, -122.41846899994437 37.77232299990658, -122.41843900035957 37.772222999791666, -122.41839900031357 37.77210199960763, -122.41802900033804 37.77087599972765, -122.41799499966947 37.770765000004815, -122.41791499957753 37.77062599989006, -122.41779400029287 37.770435000075224, -122.41771999957831 37.770357000075535, -122.4177770004082 37.76997500044598, -122.41778099969332 37.76991799961604, -122.4177639998087 37.76985700040029, -122.41776099967035 37.7698029997087, -122.41778800001617 37.76976099957051, -122.41780299980854 37.76973900035466, -122.4178049999008 37.769719000331634, -122.41781000013134 37.76966999987064, -122.41781300026969 37.7696370001475, -122.41783000015437 37.76946700040179, -122.41785699960082 37.76919400040288, -122.41783799962394 37.76848600012886, -122.41780199976245 37.76840499999082, -122.41764499971691 37.766804999950864, -122.41754200036297 37.76575199995489, -122.41748699962528 37.765182999795684, -122.417331999672 37.76357200014775, -122.41622699997606 37.76363500035501, -122.41515500000321 37.76369699961691, -122.41372199957061 37.76377899980105, -122.4135879996864 37.76382300003149, -122.41300299968867 37.76409099979986, -122.41285900024263 37.764159000237726, -122.41229300022172 37.76419300000697, -122.41132999987957 37.76425200002984, -122.41036400029833 37.76431000000656, -122.40939299958723 37.764369000029376, -122.4084239998677 37.764427000006094, -122.4074200003327 37.76448800012116, -122.40642899959863 37.76454800019013, -122.40546300001739 37.76460600016685, -122.40508999990357 37.764628000282016, -122.40484000006592 37.76464300007444, -122.40449700043621 37.76466400014357, -122.40462299995147 37.76595799956209, -122.40475000041215 37.76725700011053, -122.40487499988132 37.7685310004054, -122.40498999978865 37.76971500014719, -122.40520299971865 37.76970200044701, -122.40540800017902 37.769689999893615, -122.40558900043197 37.76968000033179, -122.40584399960085 37.7696649996401, -122.40593900038454 37.76965900026272, -122.4062130004296 37.76946300021734, -122.40700099989618 37.77005000030732, -122.40758699994007 37.769585999594256, -122.40762299980156 37.769558000101654, -122.40763999968618 37.76954500040148, -122.407738999755 37.76946600035569, -122.40789499975438 37.76934300007946, -122.40800700042269 37.769244000010644, -122.40843600042103 37.76931799982589, -122.40903500016509 37.769793000146876, -122.40973600011625 37.77034899970664, -122.4108860000888 37.76944700037882, -122.41090800020402 37.76942900044804, -122.41093100036534 37.769410999618, -122.41095899985794 37.769432999733226, -122.41098900034206 37.76945599989455, -122.41247999985205 37.770630000074505, -122.4140270001459 37.77186400032343, -122.41439199989082 37.77215800039147, -122.41500200014218 37.772648999651665, -122.41556099984024 37.773100999811334, -122.41610399969977 37.773531999901934, -122.41657599988247 37.77390600006191, -122.41710399994963 37.774324999599116, -122.4175150000172 37.77465100024352, -122.41865899971305 37.77555799980189, -122.41870399998959 37.77564500021663, -122.41921900035652 37.77531600033319, -122.41931000005644 37.7752330001029)))"
Census Tract,06075017801,3895,580,30,1489.088575,15,"MULTIPOLYGON (((-122.40493299985803 37.78150000042473, -122.40440399974477 37.78107699980376, -122.40392099995415 37.78069900035865, -122.40367200016266 37.780497000036576, -122.40338699961029 37.7802650001297, -122.40284099961241 37.77982899980856, -122.40265800016653 37.779683000270325, -122.40251800000567 37.77957199964811, -122.40248700037472 37.77954700029386, -122.40237699979866 37.779458999833025, -122.40184300035418 37.77903199992693, -122.39961600017824 37.780791000104614, -122.39834099983722 37.78179899982405, -122.39738599986396 37.78255399956748, -122.39794300036914 37.78299800025758, -122.39893000001945 37.78378499967806, -122.3994600001788 37.78421399967641, -122.39988700008496 37.78455900029769, -122.40046799989824 37.78503000043423, -122.40270799977435 37.78325899970315, -122.40324999958779 37.7828309997509, -122.40493299985803 37.78150000042473)))"
Census Tract,06075017803,2458,463,16,1883.64524,5,"MULTIPOLYGON (((-122.41556099984024 37.773100999811334, -122.41500200014218 37.772648999651665, -122.41439199989082 37.77215800039147, -122.4140270001459 37.77186400032343, -122.41247999985205 37.770630000074505, -122.41184100006205 37.77113499998029, -122.41127800017955 37.771578999771066, -122.4106780003894 37.77205199999986, -122.41007699965377 37.77252600027475, -122.40968300037014 37.772838000273566, -122.40891299993496 37.77344699957939, -122.40851599961366 37.77375999962436, -122.40906199961154 37.77419499989935, -122.4095200000479 37.77455200017471, -122.4100629999075 37.77499199978104, -122.41061099999763 37.77542800010218, -122.411069000434 37.77579399989321, -122.41160600001683 37.776220999799364, -122.4131609997803 37.77499199978104, -122.4135869996403 37.77465999975925, -122.41376899993935 37.77451600031321, -122.4139439999156 37.77437800024455, -122.4143679996834 37.77404300008442, -122.41556099984024 37.773100999811334)))"
Census Tract,06075017804,4382,1129,33,2576.44911,1,"MULTIPOLYGON (((-122.41160600001683 37.776220999799364, -122.411069000434 37.77579399989321, -122.41061099999763 37.77542800010218, -122.4100629999075 37.77499199978104, -122.4095200000479 37.77455200017471, -122.40906199961154 37.77419499989935, -122.40851599961366 37.77375999962436, -122.40798600035362 37.77417900006088, -122.40776800019302 37.774350999898786, -122.40740499964096 37.77463799964403, -122.40682900005828 37.775092999942046, -122.40636900042898 37.77545699964088, -122.40629599976057 37.7755139995715, -122.40547599971757 37.77616199977655, -122.40489599995038 37.776620000212915, -122.4046100002513 37.77684599984309, -122.40406999963074 37.77727299974919, -122.40352999990955 37.77769999965534, -122.40296099975029 37.77814899967666, -122.40238500016761 37.77860399997468, -122.40184300035418 37.77903199992693, -122.40237699979866 37.779458999833025, -122.40248700037472 37.77954700029386, -122.40251800000567 37.77957199964811, -122.40265800016653 37.779683000270325, -122.40284099961241 37.77982899980856, -122.40338699961029 37.7802650001297, -122.40367200016266 37.780497000036576, -122.40392099995415 37.78069900035865, -122.40440399974477 37.78107699980376, -122.40493299985803 37.78150000042473, -122.40571900013174 37.78087799962003, -122.40715899998781 37.77973900015479, -122.40769100023942 37.779317999626016, -122.4082720000527 37.77886100013512, -122.40883299984301 37.77841600029825, -122.40938700020985 37.7779769998387, -122.40992299974658 37.77755300007095, -122.41050599965212 37.777092000395555, -122.41101399969631 37.776689999843654, -122.41160600001683 37.776220999799364)))"
Census Tract,06075017903,3184,553,17,1736.809045,2,"MULTIPOLYGON (((-122.33234799986025 37.7823700000755, -122.33226300043708 37.78208200028416, -122.33160199963254 37.78140399959494, -122.33136500039444 37.78138699971032, -122.32791699966975 37.78120200017224, -122.32863999973614 37.78235000005253, -122.32873399957441 37.78249799968302, -122.32880500015062 37.78261000035127, -122.32887599982752 37.78272300016636, -122.32943999975618 37.7836180000707, -122.32953200040146 37.78376399960894, -122.32962300010132 37.78390900000039, -122.33016399986866 37.78476599995099, -122.3303870002598 37.785120000088, -122.33060999975163 37.78547400022501, -122.33081100002761 37.7857939996934, -122.33153600018625 37.786941999573685, -122.33234799986025 37.7823700000755)), ((-122.37978899956266 37.832305999722166, -122.3816930001318 37.826712999905055, -122.3737800003467 37.81451699955994, -122.37514899962662 37.81064900015127, -122.3737800003467 37.80838900025219, -122.36965299978607 37.80604299998453, -122.36954400015543 37.80598099982336, -122.36928399985669 37.80583300019288, -122.3679290003231 37.805062999757695, -122.36723499979536 37.80490999989661, -122.36565699987062 37.80452199999036, -122.36434799976035 37.8043829998756, -122.36244800027498 37.80452099994426, -122.3609929997271 37.80483299994307, -122.35962300040109 37.8058449998469, -122.35810799978435 37.80736899997942, -122.35764900020115 37.80810999997658, -122.35687300038865 37.8098080000392, -122.35681200027358 37.810110999622964, -122.35718100020296 37.81314800028002, -122.35806200036097 37.815385000017784, -122.35820299966866 37.81574200029314, -122.36479699978167 37.83248399983677, -122.37389900043848 37.83468499971303, -122.37978899956266 37.832305999722166)), ((-122.42013700042219 37.86315499960358, -122.4203419999833 37.86320300001847, -122.41990699970825 37.86057900042056, -122.41972200017011 37.86091499972753, -122.41945599959467 37.86094800034999, -122.41939400033283 37.861047999565585, -122.41877899985093 37.86167299960931, -122.41877399962033 37.86186400032341, -122.41873599966664 37.86195900020772, -122.41883099955095 37.86224499990686, -122.41885999998897 37.86224499990686, -122.418941000127 37.862564000228474, -122.41932699994106 37.86292199965061, -122.41944600003285 37.862887999881366, -122.4194839999866 37.862902999673736, -122.41972700040071 37.86302699999612, -122.41986499957005 37.86314099985731, -122.42002299966168 37.86319299955733, -122.42004199963856 37.863178999811055, -122.4200940002379 37.86319799978793, -122.42013700042219 37.86315499960358)), ((-122.42646299986751 37.82881000038128, -122.42503499966546 37.82625200022966, -122.42316099958043 37.82494300011939, -122.42197099956195 37.824110000376265, -122.41923400014895 37.82530000039475, -122.4205129997751 37.827649999947596, -122.42327999967222 37.828898999988894, -122.42414299989952 37.82928599984905, -122.42646299986751 37.82881000038128)))"
Census Tract,06075018000,3504,1004,27,2865.296804,1,"MULTIPOLYGON (((-122.41184100006205 37.77113499998029, -122.41247999985205 37.770630000074505, -122.41098900034206 37.76945599989455, -122.41095899985794 37.769432999733226, -122.41093100036534 37.769410999618, -122.41090800020402 37.76942900044804, -122.4108860000888 37.76944700037882, -122.40973600011625 37.77034899970664, -122.40903500016509 37.769793000146876, -122.40843600042103 37.76931799982589, -122.40800700042269 37.769244000010644, -122.40789499975438 37.76934300007946, -122.407738999755 37.76946600035569, -122.40763999968618 37.76954500040148, -122.40762299980156 37.769558000101654, -122.40758699994007 37.769585999594256, -122.40700099989618 37.77005000030732, -122.4062130004296 37.76946300021734, -122.40593900038454 37.76965900026272, -122.40584399960085 37.7696649996401, -122.40558900043197 37.76968000033179, -122.40540800017902 37.769689999893615, -122.40520299971865 37.76970200044701, -122.40498999978865 37.76971500014719, -122.4043910000446 37.769749999962585, -122.40408300023023 37.76996900016928, -122.40387799976986 37.7700630000075, -122.40165699987062 37.77181699995464, -122.39964799985529 37.77340400029442, -122.39961600017824 37.77342899964867, -122.40009699987661 37.77380399985475, -122.40043900035954 37.774112999715214, -122.40080200001228 37.77449800038244, -122.40088600028866 37.774635999551776, -122.40095800001166 37.77473799975894, -122.40098200021907 37.77480900033515, -122.40088400019641 37.774886000288745, -122.40031399999106 37.77533600035616, -122.3987550000432 37.77656799961352, -122.39796899976949 37.77594100037692, -122.3972059996571 37.775332000171716, -122.39498099957342 37.777089000257206, -122.3938569999006 37.7779769998387, -122.39353700043222 37.7782299998147, -122.39328699969525 37.77842699990617, -122.39275000011236 37.778851999720075, -122.39429999964523 37.78009000015345, -122.39463099962092 37.78035399973737, -122.39506499984981 37.78070099955153, -122.39551800005563 37.78106200001133, -122.39584299975462 37.78132100026403, -122.39638000023677 37.78175000026238, -122.39646100037481 37.78181499966257, -122.39654499975188 37.78188200005434, -122.39661300018975 37.78193699989271, -122.39673100023543 37.78203099973092, -122.39684099991217 37.782119000191756, -122.39738599986396 37.78255399956748, -122.39834099983722 37.78179899982405, -122.39961600017824 37.780791000104614, -122.40184300035418 37.77903199992693, -122.40238500016761 37.77860399997468, -122.40296099975029 37.77814899967666, -122.40352999990955 37.77769999965534, -122.40406999963074 37.77727299974919, -122.4046100002513 37.77684599984309, -122.40489599995038 37.776620000212915, -122.40547599971757 37.77616199977655, -122.40629599976057 37.7755139995715, -122.40636900042898 37.77545699964088, -122.40682900005828 37.775092999942046, -122.40740499964096 37.77463799964403, -122.40776800019302 37.774350999898786, -122.40798600035362 37.77417900006088, -122.40851599961366 37.77375999962436, -122.40891299993496 37.77344699957939, -122.40968300037014 37.772838000273566, -122.41007699965377 37.77252600027475, -122.4106780003894 37.77205199999986, -122.41127800017955 37.771578999771066, -122.41184100006205 37.77113499998029)))"
Census Tract,06075020101,3314,1005,42,3032.589016,6,"MULTIPOLYGON (((-122.4226199998131 37.77250300011343, -122.42263200036649 37.77236800018312, -122.42255100022845 37.77220799999924, -122.42248699997504 37.771693999678405, -122.42252499992878 37.771588000186114, -122.42245700039024 37.77086099993522, -122.42244399979074 37.77071500039699, -122.42243899956014 37.77066399984375, -122.4223649997449 37.76986800000827, -122.42230799981428 37.769277999779945, -122.42225800020651 37.76875399989723, -122.4221990001837 37.7681400003608, -122.42214000016082 37.7675310001556, -122.4221220002301 37.76734399962595, -122.42204400023041 37.76654000032079, -122.42153099995568 37.76657099995174, -122.42105699968073 37.76659900034366, -122.42063800014358 37.76662499974401, -122.41982500042337 37.766674000205, -122.41907199987287 37.766718999582224, -122.41873399957439 37.766738999605195, -122.4184029995987 37.76675999967432, -122.41764499971691 37.766804999950864, -122.41780199976245 37.76840499999082, -122.41783799962394 37.76848600012886, -122.41785699960082 37.76919400040288, -122.41783000015437 37.76946700040179, -122.41781300026969 37.7696370001475, -122.41781000013134 37.76966999987064, -122.4178049999008 37.769719000331634, -122.41780299980854 37.76973900035466, -122.41778800001617 37.76976099957051, -122.41776099967035 37.7698029997087, -122.4177639998087 37.76985700040029, -122.41778099969332 37.76991799961604, -122.4177770004082 37.76997500044598, -122.41771999957831 37.770357000075535, -122.41779400029287 37.770435000075224, -122.41791499957753 37.77062599989006, -122.41799499966947 37.770765000004815, -122.41802900033804 37.77087599972765, -122.41839900031357 37.77210199960763, -122.41843900035957 37.772222999791666, -122.41846899994437 37.77232299990658, -122.41860800005912 37.7727309998358, -122.41863799964392 37.772904999765956, -122.41868500001272 37.77303500036504, -122.41869899975899 37.77308099978836, -122.4192710000566 37.774904000219465, -122.41929900044846 37.77503399991923, -122.41933400026386 37.77520999994158, -122.41968100007807 37.774870999597, -122.42017699956887 37.7744570002904, -122.42025400042172 37.77435900026768, -122.42071400005102 37.774077999899816, -122.4210890002571 37.77377500031605, -122.42132000011787 37.77359199997085, -122.42191599972358 37.77312299992656, -122.42198900039205 37.773074000364886, -122.4221859995842 37.77290899995046, -122.4226199998131 37.77250300011343)))"
Census Tract,06075020102,2860,796,26,2783.216783,7,"MULTIPOLYGON (((-122.42204400023041 37.76654000032079, -122.42196400013847 37.765721000323936, -122.42188600013878 37.76491700011951, -122.42185300041558 37.76457100035145, -122.4217320002316 37.76330000019493, -122.42108400002655 37.76333800014862, -122.42043299968316 37.76337600010237, -122.41951300042462 37.76342899984854, -122.4184839997368 37.76349600024025, -122.417331999672 37.76357200014775, -122.41748699962528 37.765182999795684, -122.41754200036297 37.76575199995489, -122.41764499971691 37.766804999950864, -122.4184029995987 37.76675999967432, -122.41873399957439 37.766738999605195, -122.41907199987287 37.766718999582224, -122.41982500042337 37.766674000205, -122.42063800014358 37.76662499974401, -122.42105699968073 37.76659900034366, -122.42153099995568 37.76657099995174, -122.42204400023041 37.76654000032079)))"
Census Tract,06075020201,2197,512,23,2330.450614,2,"MULTIPOLYGON (((-122.42646199982141 37.7662719996531, -122.42641799959097 37.765783999631935, -122.4262930001218 37.76465100044339, -122.42624599975306 37.76397900003087, -122.42613700012242 37.76303599971169, -122.42480699994309 37.76311699984973, -122.42400599987695 37.76316500026462, -122.42389500015412 37.7631719996881, -122.42307500011111 37.76322100014909, -122.42269899985894 37.76324300026431, -122.4217320002316 37.76330000019493, -122.42185300041558 37.76457100035145, -122.42188600013878 37.76491700011951, -122.42196400013847 37.765721000323936, -122.42204400023041 37.76654000032079, -122.42328099971832 37.76646499956013, -122.42422400003755 37.76640799962951, -122.42429999994499 37.76640300029828, -122.42520000007988 37.76634899960669, -122.42646199982141 37.7662719996531)))"
Census Tract,06075020202,4201,794,31,1890.026184,6,"MULTIPOLYGON (((-122.42694799975038 37.769175000426, -122.42685800009662 37.76904199968857, -122.42671299970516 37.768981999619655, -122.4265870001899 37.767874999831406, -122.42651499956753 37.76704800036498, -122.42646199982141 37.7662719996531, -122.42520000007988 37.76634899960669, -122.42429999994499 37.76640300029828, -122.42422400003755 37.76640799962951, -122.42328099971832 37.76646499956013, -122.42204400023041 37.76654000032079, -122.4221220002301 37.76734399962595, -122.42214000016082 37.7675310001556, -122.4221990001837 37.7681400003608, -122.42225800020651 37.76875399989723, -122.42230799981428 37.769277999779945, -122.4223649997449 37.76986800000827, -122.42243899956014 37.77066399984375, -122.42244399979074 37.77071500039699, -122.42245700039024 37.77086099993522, -122.42252499992878 37.771588000186114, -122.42248699997504 37.771693999678405, -122.42255100022845 37.77220799999924, -122.42263200036649 37.77236800018312, -122.4226199998131 37.77250300011343, -122.42326699997204 37.77205800027656, -122.42340199990235 37.77197500004627, -122.42352500017859 37.771898000092676, -122.42363199971697 37.77180700039281, -122.42366500033944 37.77178100009314, -122.42492900017317 37.77077799970499, -122.42640199975244 37.7695960000554, -122.42655499961353 37.769485000332566, -122.42694799975038 37.769175000426)))"
Census Tract,06075020300,3651,714,31,1955.628595,0,"MULTIPOLYGON (((-122.43519299955727 37.762726999851225, -122.43518800022599 37.7626709999667, -122.43493999958127 37.76250200026715, -122.4340619995616 37.76255099982882, -122.43294900039604 37.762618000220584, -122.43212400012249 37.76266799982841, -122.4315450004014 37.76270299964375, -122.43072699955138 37.762753000150894, -122.4285089997905 37.7628900001734, -122.42716699995702 37.76297300040369, -122.42679199975095 37.76299599966569, -122.4262980003524 37.76302700019596, -122.42613700012242 37.76303599971169, -122.42624599975306 37.76397900003087, -122.4262930001218 37.76465100044339, -122.42641799959097 37.765783999631935, -122.42646199982141 37.7662719996531, -122.42651499956753 37.76704800036498, -122.4265870001899 37.767874999831406, -122.42671299970516 37.768981999619655, -122.42685800009662 37.76904199968857, -122.42694799975038 37.769175000426, -122.42746200007122 37.76876999973575, -122.42863500020508 37.76784600029271, -122.4286570003203 37.76773499967055, -122.42894900029609 37.767503999809776, -122.42929900024865 37.767276000087406, -122.4307220002201 37.76619799983786, -122.43082400042726 37.766014000345876, -122.43102799994222 37.76590099963147, -122.43162999982462 37.7654539997024, -122.43290900035004 37.76444499993687, -122.43308899965757 37.764265999776114, -122.43345600039407 37.76401099970792, -122.43458400025139 37.76317699991864, -122.43501400029584 37.762858999643186, -122.43519299955727 37.762726999851225)))"
