area_type,id,acs_population,count,count_last_60_days,rate,deaths,multipolygon
Census Tract,06075026202,4036,948,39,2348.860258,7,"MULTIPOLYGON (((-122.45288399969678 37.71282900015831, -122.45270799967443 37.71267300015887, -122.45252500022855 37.7125099998367, -122.45199299997694 37.712086000068894, -122.45189399990812 37.712008000069204, -122.45181099967783 37.71194299976969, -122.45153799967892 37.71172799974744, -122.45077400041976 37.71111800039546, -122.45013799986879 37.71060900030517, -122.44946300021724 37.710068999684665, -122.44930900031011 37.709946000307696, -122.44893099996563 37.71007399991521, -122.44837699959879 37.71037300021385, -122.4476720003625 37.710748999566704, -122.4463830002752 37.71143599977165, -122.44609100029942 37.71159199977103, -122.44552800041686 37.71188699988517, -122.44474300018925 37.71262199960563, -122.44457100035135 37.71278299983561, -122.443951999685 37.713361999556696, -122.44370600003185 37.71359200027064, -122.44432499979888 37.714086999715335, -122.44493600009628 37.71457699982875, -122.44564599956317 37.71514599998795, -122.44583500018507 37.715297999802885, -122.44589900043849 37.71534900035613, -122.44595500032295 37.71539399973335, -122.4460639999536 37.71548100014809, -122.44637199976796 37.71572799984739, -122.44694500011161 37.71618700032985, -122.44735300004089 37.71651500016719, -122.44796000015384 37.71700000005001, -122.44849599969058 37.71731400014107, -122.44872699955135 37.71745000011748, -122.44883700012741 37.717054999888376, -122.4489570002653 37.716813999566455, -122.44921100028739 37.71630600042164, -122.44925699971071 37.716244000260474, -122.44931599973359 37.71616400016853, -122.4493810000331 37.716074999661544, -122.44962699968625 37.71573900035463, -122.44974899991638 37.715617000124496, -122.45023499984535 37.71513200024168, -122.45036599959116 37.715016000288244, -122.45096100005009 37.714500999921256, -122.45120799974933 37.714294000267955, -122.45163399960938 37.7139369999926, -122.45176600030067 37.71381599980862, -122.45227799962993 37.71334399962592, -122.45288399969678 37.71282900015831)))"
Census Tract,06075026301,5561,1325,51,2382.664988,11,"MULTIPOLYGON (((-122.44457100035135 37.71278299983561, -122.44409700007645 37.711688999747594, -122.44368600000888 37.711202999818624, -122.44333500001022 37.71055499961358, -122.44270000040467 37.71076400025845, -122.44215599959966 37.710943999565984, -122.44166000010887 37.711073000118915, -122.44112999994951 37.711211000187575, -122.44061699967477 37.71134500007173, -122.44010799958448 37.71147699986369, -122.43958899993237 37.71161499993235, -122.43908199993433 37.71174999986266, -122.43856300028222 37.71188799993132, -122.43805900042247 37.71202099976938, -122.43781099977781 37.71191999960837, -122.43748600007882 37.712372999814136, -122.4366419998284 37.71355000013244, -122.43620300026822 37.71417099999172, -122.4361759999224 37.71420899994547, -122.4361440002454 37.71425400022201, -122.43533699990257 37.71388200015423, -122.43451000043615 37.71351899960223, -122.43405900032258 37.71331500008722, -122.4338970000465 37.71325199987996, -122.43368200002425 37.713181000203065, -122.43365999990903 37.71322799967248, -122.43363499965545 37.71328100031798, -122.43283799977382 37.71438700006007, -122.43277699965876 37.71443699966784, -122.43363899983996 37.714751999805, -122.43449199960605 37.715064999849915, -122.43534600031762 37.715378999940924, -122.43619499989927 37.71569300003199, -122.43704599957317 37.7160080001691, -122.43790100033084 37.71632000016791, -122.43875800028144 37.716632000166726, -122.43963999958629 37.71695899995791, -122.44041800039037 37.717244999657055, -122.44096699962728 37.71652999995956, -122.44099900020365 37.71648799982137, -122.44102000027277 37.71646000032882, -122.44105500008817 37.716414000006125, -122.44155399971726 37.715753000100904, -122.44169099973982 37.71557299989411, -122.44179900022363 37.715429999594846, -122.44189600020019 37.71530800026403, -122.44256499957504 37.71466100010514, -122.4426619995516 37.714567000266925, -122.44334599961815 37.71392799957755, -122.44370600003185 37.71359200027064, -122.443951999685 37.713361999556696, -122.44457100035135 37.71278299983561)))"
Census Tract,06075026302,5332,1292,55,2423.105776,7,"MULTIPOLYGON (((-122.43791800021552 37.71176999988563, -122.43837000037519 37.711133000187886, -122.43758700023983 37.710860000188916, -122.43699299982705 37.71074600032773, -122.43697800003463 37.71063699979777, -122.43677100038133 37.7101560000994, -122.43668800015104 37.71002300026129, -122.43659699955185 37.70988100000818, -122.4361759999224 37.70940699973329, -122.435968000223 37.7092990001488, -122.43573899955516 37.70906600019583, -122.4353220001102 37.708685999759155, -122.43505200024958 37.70837099962199, -122.43499999965024 37.70831099955302, -122.43497800043434 37.70829199957615, -122.4349330001578 37.70827399964543, -122.4348560002042 37.70824199996838, -122.43468899969753 37.70817300038374, -122.43458899958262 37.70813200029164, -122.43431300034467 37.70813200029164, -122.43398200036899 37.70813200029164, -122.43338199967951 37.708232000406554, -122.43330999995652 37.708232000406554, -122.43279999982008 37.708232000406554, -122.432424999614 37.708232000406554, -122.43237900019068 37.708232000406554, -122.43234999975266 37.708232000406554, -122.43228899963759 37.708229000268204, -122.43224000007592 37.708229000268204, -122.4322230001913 37.708229000268204, -122.4321820000992 37.708229000268204, -122.43198500000773 37.708229000268204, -122.43156500042437 37.7082300003143, -122.43134099998713 37.708231000360456, -122.43088200040398 37.708231000360456, -122.43002699964626 37.708280999968224, -122.42934100038684 37.70832300010642, -122.42918200024906 37.70833099957605, -122.42892800022702 37.708352999691215, -122.42829399976824 37.708409999621836, -122.42808199988434 37.70843099969096, -122.42791500027698 37.70842300022133, -122.42716399981873 37.70838800040593, -122.42710599984201 37.70838500026758, -122.42692699968126 37.70837799994479, -122.42636599989095 37.70835099959902, -122.42626999996048 37.70834700031389, -122.42619300000689 37.70834400017554, -122.42609099979978 37.70833899994494, -122.42598899959262 37.708332999668244, -122.42561899961709 37.70831599978362, -122.42541700019439 37.708306000221796, -122.42540200040196 37.708367000336864, -122.42535199989487 37.708617000174456, -122.4240429997846 37.70824300001448, -122.42388999992352 37.70823599969168, -122.42376499955503 37.70834200008329, -122.42337699964878 37.70920300021834, -122.42332800008711 37.70931499998733, -122.4234419999483 37.709376000102395, -122.42397100006156 37.70967799964001, -122.42441699994458 37.71004699956944, -122.4244780000596 37.710109999776705, -122.42455500001319 37.71017199993793, -122.42503999989606 37.71054299995956, -122.4255120000787 37.7107889996127, -122.42643799961394 37.71111300016486, -122.42673699991258 37.71122499993385, -122.42695700016537 37.71130700011804, -122.42713300018778 37.71138600016383, -122.42764799965545 37.71161599997845, -122.42755900004778 37.71178000034678, -122.4273330004176 37.71175600013936, -122.42665799986679 37.7114349997255, -122.42659200042044 37.7116129998401, -122.42652099984423 37.71180499970103, -122.42554799994019 37.71451699975978, -122.42730600007184 37.715070000080516, -122.42722299984155 37.71554899968663, -122.43066999962076 37.71645300000597, -122.43106699994206 37.716548999936435, -122.4311540003568 37.71659400021298, -122.43232300030621 37.71503800040347, -122.43277699965876 37.71443699966784, -122.43283799977382 37.71438700006007, -122.43363499965545 37.71328100031798, -122.43365999990903 37.71322799967248, -122.43368200002425 37.713181000203065, -122.4338970000465 37.71325199987996, -122.43405900032258 37.71331500008722, -122.43451000043615 37.71351899960223, -122.43533699990257 37.71388200015423, -122.4361440002454 37.71425400022201, -122.4361759999224 37.71420899994547, -122.43620300026822 37.71417099999172, -122.4366419998284 37.71355000013244, -122.43748600007882 37.712372999814136, -122.43781099977781 37.71191999960837, -122.43791800021552 37.71176999988563)))"
Census Tract,06075026303,5053,1227,36,2428.260439,6,"MULTIPOLYGON (((-122.45435600012928 37.708232000406554, -122.4543380001985 37.708222999991506, -122.4539830000154 37.708232000406554, -122.45380699999305 37.70822199994541, -122.45346400036328 37.70820199992244, -122.4533080003639 37.70819300040671, -122.45299500031899 37.708176999668865, -122.45282999990457 37.70816700010704, -122.45247000039018 37.708148000130166, -122.45229999974515 37.70813799966902, -122.45218299974562 37.70813200029164, -122.45167499970142 37.70814900017626, -122.45144199974845 37.70815799969199, -122.45142699995603 37.70815899973809, -122.45111499995727 37.708171000291486, -122.45038599961418 37.70820099987628, -122.45022000005292 37.70819799973793, -122.45015799989176 37.708199999830185, -122.44975100000863 37.70821300042968, -122.44955399991716 37.708219999853156, -122.44923300040261 37.708217999760905, -122.4486660003356 37.708220999899254, -122.4472810003179 37.708229000268204, -122.44722500043338 37.70824500010673, -122.44704600027268 37.70824099992228, -122.44638100018295 37.708229000268204, -122.44587500023107 37.70823299955333, -122.44538099993315 37.708232000406554, -122.44508899995736 37.70826700022195, -122.44469199963606 37.70830800031399, -122.44448199984436 37.708331999622146, -122.4433479997104 37.70828400010657, -122.44321199973399 37.70827899987597, -122.44313799991875 37.708256999760806, -122.44297100031139 37.708252000429525, -122.44258999982861 37.70824300001448, -122.44207899964607 37.708231000360456, -122.4418119999238 37.70825599971465, -122.44154600024768 37.708280999968224, -122.44125799955702 37.70831099955302, -122.44122299974163 37.70832500019867, -122.44085499985835 37.708327000290865, -122.4407810000431 37.708304000129544, -122.4407110004123 37.70828200001432, -122.44062299995147 37.70825399962246, -122.44053600043605 37.70822500008376, -122.44049700043621 37.70828200001432, -122.44045899958314 37.708337999898845, -122.4396770003932 37.708332999668244, -122.43920300011831 37.70828400010657, -122.43911899984192 37.70826900031415, -122.43903300037266 37.708258999853, -122.43891500032697 37.70825000033727, -122.438895000304 37.70824800024508, -122.43879900037354 37.70823999987613, -122.438682000374 37.708231000360456, -122.43855800005161 37.708232000406554, -122.43832900028309 37.708232000406554, -122.43818199979944 37.708232000406554, -122.43760800030896 37.708232000406554, -122.43658199975943 37.708232000406554, -122.4364639997138 37.708232000406554, -122.43620100017597 37.708232000406554, -122.43617699996855 37.708232000406554, -122.43602600019972 37.708232000406554, -122.43588199985436 37.708232000406554, -122.43538200017912 37.70813200029164, -122.43509999976516 37.70813200029164, -122.4349679999732 37.70813200029164, -122.43486999995048 37.70813200029164, -122.43458899958262 37.70813200029164, -122.43468899969753 37.70817300038374, -122.4348560002042 37.70824199996838, -122.4349330001578 37.70827399964543, -122.43497800043434 37.70829199957615, -122.43499999965024 37.70831099955302, -122.43505200024958 37.70837099962199, -122.4353220001102 37.708685999759155, -122.43573899955516 37.70906600019583, -122.435968000223 37.7092990001488, -122.4361759999224 37.70940699973329, -122.43659699955185 37.70988100000818, -122.43668800015104 37.71002300026129, -122.43677100038133 37.7101560000994, -122.43697800003463 37.71063699979777, -122.43699299982705 37.71074600032773, -122.43758700023983 37.710860000188916, -122.43837000037519 37.711133000187886, -122.43791800021552 37.71176999988563, -122.43781099977781 37.71191999960837, -122.43805900042247 37.71202099976938, -122.43856300028222 37.71188799993132, -122.43908199993433 37.71174999986266, -122.43958899993237 37.71161499993235, -122.44010799958448 37.71147699986369, -122.44061699967477 37.71134500007173, -122.44112999994951 37.711211000187575, -122.44166000010887 37.711073000118915, -122.44215599959966 37.710943999565984, -122.44270000040467 37.71076400025845, -122.44333500001022 37.71055499961358, -122.44368600000888 37.711202999818624, -122.44409700007645 37.711688999747594, -122.44457100035135 37.71278299983561, -122.44474300018925 37.71262199960563, -122.44552800041686 37.71188699988517, -122.44609100029942 37.71159199977103, -122.4463830002752 37.71143599977165, -122.4476720003625 37.710748999566704, -122.44837699959879 37.71037300021385, -122.44893099996563 37.71007399991521, -122.44930900031011 37.709946000307696, -122.45009499968444 37.70967999973226, -122.45049900032859 37.7095429997097, -122.4508840000965 37.70941300000999, -122.45189499995428 37.70906800028803, -122.4526650003894 37.70880599989704, -122.45360499967097 37.708485000382495, -122.45428100026794 37.70825599971465, -122.45435600012928 37.708232000406554)))"
Census Tract,06075026401,3651,1141,57,3125.171186,3,"MULTIPOLYGON (((-122.41621000009138 37.71453100040537, -122.41619400025286 37.71427300019883, -122.4160960002302 37.71401299990009, -122.41594899974649 37.713822000085315, -122.4158060003466 37.71369399957848, -122.4156230000014 37.71359400036289, -122.41529099997962 37.7135039998098, -122.41563499965548 37.71273300022784, -122.41600000029973 37.71191500027709, -122.41508100018797 37.71165499997829, -122.41288699973524 37.711036000211266, -122.41228099966838 37.710865999566295, -122.41134899985644 37.71060500012072, -122.41064099958243 37.71220600020678, -122.40972799974736 37.71195200018474, -122.40882699956632 37.71170200034709, -122.40792700033074 37.71144800032499, -122.40746499970993 37.71248899976757, -122.4073479997104 37.71254699974429, -122.40705599973455 37.71322599958029, -122.40676699989712 37.7139010001311, -122.40647700001352 37.7145749997365, -122.40618900022213 37.71524400001067, -122.40831000000645 37.7158350002851, -122.40912199968051 37.71605599968467, -122.40993999963126 37.71627900007587, -122.41035900006779 37.71639299993706, -122.41043299988303 37.716414000006125, -122.41050599965212 37.71632200026016, -122.41072299976662 37.715830000054495, -122.41073799955899 37.71573900035463, -122.41102500020355 37.71505700038034, -122.41131600013324 37.7143670000371, -122.4136010002859 37.714986999850225, -122.41539600032513 37.71547399982529, -122.4156589998629 37.71549199975601, -122.41586600041558 37.715277999779914, -122.4160550001381 37.71501400019599, -122.41615400020692 37.7147990001738, -122.41621000009138 37.71453100040537)))"
Census Tract,06075026402,5758,1054,28,1830.4967,7,"MULTIPOLYGON (((-122.41043299988303 37.716414000006125, -122.41035900006779 37.71639299993706, -122.40993999963126 37.71627900007587, -122.40912199968051 37.71605599968467, -122.40831000000645 37.7158350002851, -122.40618900022213 37.71524400001067, -122.40552300008636 37.715058999573216, -122.40382299993149 37.7143959995758, -122.40369300023173 37.714340999737374, -122.40361700032429 37.7143269999911, -122.40350699974823 37.7143569995759, -122.40311299956522 37.71446199992141, -122.40265399998208 37.71458600024374, -122.40256200023612 37.71464999959784, -122.40232500009864 37.714710999712906, -122.40218800007614 37.71473099973588, -122.40235200044441 37.714578999920946, -122.40244100005208 37.71443599962174, -122.40241699984466 37.71427700038333, -122.40209600033012 37.71350799999425, -122.40209800042237 37.71299499971951, -122.40209899956915 37.71279500038901, -122.40211300021474 37.71271200015872, -122.40215400030684 37.71265600027425, -122.40232800023699 37.71252499962907, -122.40261499998223 37.712349999652815, -122.40260300032816 37.712345000321534, -122.40254600039759 37.71226600027575, -122.40209999961525 37.712382000229184, -122.4016070002628 37.712514000021145, -122.40133700040224 37.712618000320504, -122.40115500010313 37.712726999951144, -122.4010380001036 37.71281500041198, -122.40096999966573 37.71286900020425, -122.40083399968933 37.71300800031901, -122.40069899975902 37.713144000295415, -122.40065200028954 37.71319499994934, -122.39993000026925 37.713926000384674, -122.39964799985529 37.71425000003751, -122.39936700038675 37.71459799989782, -122.39915899978797 37.714989999988575, -122.39899100013452 37.71533899989498, -122.39869700006648 37.71579999957038, -122.39865599997438 37.71587999966232, -122.39864600041255 37.71591000014644, -122.39856100009007 37.716151999615136, -122.39855099962892 37.71618200009925, -122.39849899992885 37.71654399970589, -122.39856100009007 37.71689799984284, -122.39866999972065 37.7175080000942, -122.39877400002007 37.71738699991016, -122.39894699990407 37.71718599963424, -122.3991100002263 37.71699599986556, -122.39916600011077 37.716930999566046, -122.39929499976438 37.716775999612764, -122.39940899962562 37.7166389995902, -122.39956799976335 37.71644699972933, -122.39961500013214 37.71627800002972, -122.39973999960125 37.716183000145406, -122.39982800006214 37.7166500000975, -122.40001199955412 37.717411000117636, -122.40004200003824 37.717537999678996, -122.40013099964591 37.71790599956228, -122.40027600003737 37.71850600025175, -122.4004350001751 37.71916199992643, -122.40112200037998 37.71897999962732, -122.4021029997536 37.718721000274, -122.40307100032635 37.718465000159654, -122.40355500016307 37.71833699965288, -122.40385399956239 37.71882999990464, -122.40405099965386 37.7189279999273, -122.40453000015935 37.71917399958045, -122.40479199965102 37.71930900041008, -122.40531899967209 37.7195790002707, -122.40556400017846 37.71966000040874, -122.40579700013143 37.71973700036233, -122.4060999997152 37.71983699957792, -122.40643099969083 37.71975400024695, -122.40666499968995 37.719214999672545, -122.40698199991931 37.71848500018268, -122.4072719998029 37.717820000092956, -122.40825500016808 37.71808999995358, -122.4083890000523 37.717695999770626, -122.40862099995917 37.71711700004954, -122.40875399979723 37.716878999866026, -122.40794900044597 37.71667100016657, -122.40802000012286 37.71650899989049, -122.40847599956771 37.716598000397425, -122.4085609998902 37.71641199991393, -122.40892899977348 37.71651600021329, -122.4089499998426 37.71645800023657, -122.40978799981633 37.71667000012047, -122.41030300018326 37.71681200037358, -122.41043299988303 37.716414000006125)))"
Census Tract,06075026403,4143,1080,49,2606.806662,9,"MULTIPOLYGON (((-122.41235999971417 37.70832800033702, -122.41237999973714 37.70830300008345, -122.41186000003893 37.70829599976065, -122.41144199964856 37.70829199957615, -122.41036999967571 37.708283000060476, -122.40886999975066 37.708258999853, -122.40736999982562 37.70823499964558, -122.40727599998735 37.70823299955333, -122.40718200014913 37.708231000360456, -122.40696099985024 37.708259999899155, -122.40648100019797 37.70832300010642, -122.40558200010918 37.708231000360456, -122.40548700022487 37.70824099992228, -122.40545299955625 37.70824500010673, -122.40536499999473 37.708254999668554, -122.40544299999442 37.70835499978347, -122.40523700038722 37.708890000173426, -122.40510299960374 37.70918000005702, -122.40482100008904 37.709747000124025, -122.40458700008998 37.71008899970764, -122.40434799986025 37.710442999844645, -122.40372800004712 37.711199999680275, -122.4032800000719 37.711818000300525, -122.4031090002801 37.71199799960806, -122.40279200005074 37.71217200043753, -122.40254600039759 37.71226600027575, -122.40260300032816 37.712345000321534, -122.40261499998223 37.712349999652815, -122.40232800023699 37.71252499962907, -122.40215400030684 37.71265600027425, -122.40211300021474 37.71271200015872, -122.40209899956915 37.71279500038901, -122.40209800042237 37.71299499971951, -122.40209600033012 37.71350799999425, -122.40241699984466 37.71427700038333, -122.40244100005208 37.71443599962174, -122.40235200044441 37.714578999920946, -122.40218800007614 37.71473099973588, -122.40232500009864 37.714710999712906, -122.40256200023612 37.71464999959784, -122.40265399998208 37.71458600024374, -122.40311299956522 37.71446199992141, -122.40350699974823 37.7143569995759, -122.40361700032429 37.7143269999911, -122.40369300023173 37.714340999737374, -122.40382299993149 37.7143959995758, -122.40552300008636 37.715058999573216, -122.40618900022213 37.71524400001067, -122.40647700001352 37.7145749997365, -122.40676699989712 37.7139010001311, -122.40705599973455 37.71322599958029, -122.4073479997104 37.71254699974429, -122.40746499970993 37.71248899976757, -122.40792700033074 37.71144800032499, -122.40882699956632 37.71170200034709, -122.40972799974736 37.71195200018474, -122.41064099958243 37.71220600020678, -122.41134899985644 37.71060500012072, -122.41196799962347 37.709209999641814, -122.41223300015281 37.70861500008226, -122.412297999553 37.70846600040562, -122.41235999971417 37.70832800033702)))"
Census Tract,06075026404,2712,1044,39,3849.557522,8,"MULTIPOLYGON (((-122.4200829997306 37.70831099955302, -122.4200819996845 37.708231000360456, -122.41980200026205 37.708231000360456, -122.41918200044893 37.708231000360456, -122.41912799975734 37.70823599969168, -122.41869300038161 37.70827899987597, -122.41843099999062 37.708304000129544, -122.41820400031435 37.708327000290865, -122.4181650003145 37.70833099957605, -122.41767700029328 37.70833099957605, -122.41748899971753 37.70833099957605, -122.41721100038734 37.70833099957605, -122.41708199983441 37.70833099957605, -122.41697200015767 37.708330000429214, -122.41622199974546 37.70832800033702, -122.41577099963189 37.70828500015267, -122.41527200000274 37.70823899983003, -122.41518200034898 37.708231000360456, -122.41454199961356 37.708231000360456, -122.41448200044391 37.708231000360456, -122.41432200026009 37.708231000360456, -122.41418200009917 37.708231000360456, -122.41399699966178 37.708252000429525, -122.41373900035455 37.70827399964543, -122.41348100014801 37.70829699980675, -122.4133810000331 37.708306000221796, -122.41328099991819 37.708314999737524, -122.41289800024248 37.708309000360146, -122.4125159997136 37.708304000129544, -122.41237999973714 37.70830300008345, -122.41235999971417 37.70832800033702, -122.412297999553 37.70846600040562, -122.41223300015281 37.70861500008226, -122.41196799962347 37.709209999641814, -122.41134899985644 37.71060500012072, -122.41228099966838 37.710865999566295, -122.41288699973524 37.711036000211266, -122.41508100018797 37.71165499997829, -122.41600000029973 37.71191500027709, -122.41664799960546 37.71047300032876, -122.41688399969678 37.70994999959288, -122.41723599974154 37.71005700003059, -122.41745099976379 37.710115000007306, -122.41768299967066 37.7094780003095, -122.41843500017507 37.709690000193405, -122.41850099962141 37.70970900017028, -122.41934800001013 37.70994700035385, -122.4200829997306 37.70831099955302)))"
Census Tract,06075030101,5252,790,25,1504.18888,3,"MULTIPOLYGON (((-122.46431199969902 37.766072000322595, -122.4642969999066 37.765962999792634, -122.46423699983762 37.76506699984225, -122.46417200043743 37.764130999845804, -122.4640419998384 37.76226900031418, -122.46391200013863 37.76040499979098, -122.46378200043893 37.75853800002875, -122.4632259999799 37.75856200023617, -122.46326600002584 37.7587079997744, -122.46340099995615 37.75900700007304, -122.46338600016372 37.75922200009529, -122.46325000018732 37.75947900025574, -122.46279199975095 37.759736000416126, -122.46284200025809 37.76045200015972, -122.4629719999578 37.762315999783596, -122.4619010000311 37.76236300015239, -122.46084299980458 37.76262799978241, -122.4597899998086 37.76292600003495, -122.45782700011591 37.76348199959466, -122.45753600018622 37.76356599987105, -122.45666999982058 37.76381499966254, -122.45642400016743 37.76388500019266, -122.45603500021508 37.76399699996165, -122.45578100019299 37.76406999973074, -122.45555200042446 37.764136000076405, -122.45546600005582 37.76416100032998, -122.45421700001452 37.76431100005266, -122.4535160000633 37.764395000329046, -122.45256899955967 37.76450900019023, -122.45275800018152 37.76544300009442, -122.4529469999041 37.766373999860264, -122.4545930002667 37.76616500011471, -122.45691300023475 37.76587400018502, -122.45718900037201 37.7658809996085, -122.45748999986358 37.76593100011564, -122.45779000020832 37.76601500039203, -122.4579820000692 37.76610399999964, -122.4585540003668 37.766289999583876, -122.458831999697 37.766285000252594, -122.45894799965043 37.76628600029875, -122.45907500011111 37.7662769998837, -122.45952200004024 37.76625699986073, -122.45976799969338 37.76632300020634, -122.45996399973876 37.76630899956075, -122.46010499994577 37.76629799995277, -122.46039099964486 37.76623199960716, -122.46095599961967 37.766208000299, -122.46109699982662 37.766210000391254, -122.46119699994154 37.76620300006846, -122.46211099982276 37.76615899983801, -122.46216499961503 37.76614299999949, -122.46228699984516 37.76615100036844, -122.46315800044135 37.76610700013799, -122.46323899968007 37.766112000368594, -122.4633559996796 37.766112000368594, -122.46431199969902 37.766072000322595)))"
Census Tract,06075030102,4829,904,31,1872.023193,2,"MULTIPOLYGON (((-122.46378200043893 37.75853800002875, -122.4636580001166 37.75676400005858, -122.46363199981693 37.7563950001292, -122.46355499986333 37.75529799990284, -122.463581000163 37.755014000295944, -122.46362699958632 37.75478799976645, -122.46360799960945 37.75473600006643, -122.46365499997825 37.75458999962882, -122.46376999988553 37.7541419996536, -122.46376999988553 37.7540770002534, -122.46377300002388 37.75381499986241, -122.46375199995481 37.753749000416065, -122.46371099986271 37.75361799977094, -122.46357800002465 37.753334000164045, -122.46336099991021 37.75303900004985, -122.46289399995811 37.752636000351174, -122.4626169997747 37.75241800019063, -122.46221800026046 37.75206500009972, -122.4621079996844 37.7519720003076, -122.46170199984738 37.75168499966304, -122.4614699999405 37.751522000240186, -122.46116000003394 37.75169400007809, -122.46066799982827 37.75181400021597, -122.45920899999533 37.751928000077214, -122.45910100041078 37.751936999592886, -122.45898499955803 37.75194600000793, -122.45887699997354 37.75191600042314, -122.45835099999863 37.751769999985584, -122.45795699981568 37.751660000308846, -122.45703200032654 37.7514020001023, -122.4564480003749 37.75148300024034, -122.45609100009955 37.75180399975483, -122.45600499973091 37.75209399963842, -122.45601400014596 37.75235900016776, -122.45602999998448 37.752853999612455, -122.45603200007673 37.75288600018882, -122.45591900026164 37.75314799968049, -122.45578400033133 37.75341000007148, -122.45553699973271 37.75377399977032, -122.4552360002412 37.75420499986092, -122.45517500012613 37.75433699965288, -122.45512499961899 37.754876000227284, -122.45509500003419 37.7549760003422, -122.4550519998499 37.75511599960373, -122.45482099998912 37.75554699969433, -122.45424999973767 37.75634699971431, -122.45417199973798 37.75650699989819, -122.45407799989977 37.757026999596405, -122.45402700024584 37.75718000035681, -122.45387200029256 37.757377999595064, -122.4537690000393 37.75746800014815, -122.45366899992439 37.757555999709666, -122.45359400006299 37.757622000055335, -122.45331699987963 37.75782000019291, -122.45289500020408 37.758062999707704, -122.45283500013511 37.758097000376324, -122.4525509996289 37.758192000260635, -122.4524460001827 37.75822700007603, -122.45229799965296 37.75827699968386, -122.45211700029927 37.75832500009875, -122.4520479998153 37.75834400007557, -122.45136699988711 37.75857599998244, -122.45092900037304 37.75872499965908, -122.44853499969042 37.75904500002679, -122.44847399957541 37.75895400032692, -122.44848400003656 37.75860899970564, -122.44829500031398 37.75802899993846, -122.44818199959957 37.757849999777704, -122.4479149998773 37.75758900033213, -122.44776800029297 37.75766200010128, -122.4474879999712 37.75779900012378, -122.44730300043307 37.7578909998698, -122.44703599981153 37.758174000329916, -122.44677200022761 37.75845399975236, -122.44639499992928 37.758856000304206, -122.4464539999521 37.75904700011904, -122.44641299986 37.75985499960859, -122.44639900011373 37.76001299970022, -122.44634300022926 37.76041100006768, -122.44639399988313 37.760906999558415, -122.44643399992913 37.76100699967333, -122.44640999972165 37.761094000088065, -122.44652999985959 37.761395999625734, -122.44678299983553 37.761781000292956, -122.4472349999952 37.76175600003944, -122.44777999994699 37.76172599955527, -122.44911999968821 37.76164799955558, -122.45057999956731 37.76156100004016, -122.45195800016154 37.76147799980987, -122.4520970002763 37.76216700010701, -122.4522330002527 37.76284299980466, -122.45239999986006 37.76366900012431, -122.45256899955967 37.76450900019023, -122.4535160000633 37.764395000329046, -122.45421700001452 37.76431100005266, -122.45546600005582 37.76416100032998, -122.45555200042446 37.764136000076405, -122.45578100019299 37.76406999973074, -122.45603500021508 37.76399699996165, -122.45642400016743 37.76388500019266, -122.45666999982058 37.76381499966254, -122.45753600018622 37.76356599987105, -122.45782700011591 37.76348199959466, -122.4597899998086 37.76292600003495, -122.46084299980458 37.76262799978241, -122.4619010000311 37.76236300015239, -122.4629719999578 37.762315999783596, -122.46284200025809 37.76045200015972, -122.46279199975095 37.759736000416126, -122.46325000018732 37.75947900025574, -122.46338600016372 37.75922200009529, -122.46340099995615 37.75900700007304, -122.46326600002584 37.7587079997744, -122.4632259999799 37.75856200023617, -122.46378200043893 37.75853800002875)))"
Census Tract,06075030201,4552,681,23,1496.045694,2,"MULTIPOLYGON (((-122.47726099969537 37.76548600027877, -122.4772490000413 37.765390000348305, -122.47711600020324 37.7635619996866, -122.47697399995013 37.76170100020107, -122.47676200006623 37.75983699967787, -122.47579699963177 37.75987899981607, -122.47472399961288 37.7599270002309, -122.47365199964003 37.759974999746476, -122.47244599978302 37.76002900043807, -122.47140899962562 37.76007599990754, -122.47033499956052 37.760124000322435, -122.47045799983681 37.76189200001585, -122.47046099997516 37.76193800033849, -122.4704650001596 37.76198699990016, -122.47046800029796 37.76202699994616, -122.47059499985932 37.76384900033116, -122.47072400041225 37.76569399997817, -122.47072999978963 37.765779000300654, -122.47085600020421 37.76578000034681, -122.47170199964751 37.76573900025471, -122.47180299980857 37.76572200037009, -122.47191999980811 37.765729999839664, -122.47280300005838 37.76569299993207, -122.47292899957364 37.76567900018574, -122.4730440003803 37.765678000139644, -122.47394299956972 37.76563700004755, -122.47404599982298 37.76562999972475, -122.47415899963806 37.7656269995864, -122.47502099981926 37.76558700043978, -122.47511999988808 37.76558100016308, -122.47525299972614 37.765580000116984, -122.47606400025336 37.765545000301586, -122.47619099981478 37.76553799997879, -122.47630699976821 37.765533999794286, -122.47712499971891 37.76549799993279, -122.47726099969537 37.76548600027877)))"
