Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
6075017801,"Census Tract 178.01, San Francisco County, California",ACSSF,ca,140,0,9963,,,,,6,75,,,17801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075017801,Census Tract 178.01,,,,3636,43995.11,0.082645557
6075017803,"Census Tract 178.03, San Francisco County, California",ACSSF,ca,140,0,9964,,,,,6,75,,,17803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075017803,Census Tract 178.03,,,,2507,34201.93,0.073299954
6075017804,"Census Tract 178.04, San Francisco County, California",ACSSF,ca,140,0,9965,,,,,6,75,,,17804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075017804,Census Tract 178.04,,,,4474,36178.6,0.12366428
6075017903,"Census Tract 179.03, San Francisco County, California",ACSSF,ca,140,0,9966,,,,,6,75,,,17903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075017903,Census Tract 179.03,,,,3185,3296.263,0.96624579
6075018000,"Census Tract 180, San Francisco County, California",ACSSF,ca,140,0,9967,,,,,6,75,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075018000,Census Tract 180,,,,3772,10465.32,0.360428697
6075020101,"Census Tract 201.01, San Francisco County, California",ACSSF,ca,140,0,9968,,,,,6,75,,,20101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020101,Census Tract 201.01,,,,3550,30123.54,0.117848036
6075020102,"Census Tract 201.02, San Francisco County, California",ACSSF,ca,140,0,9969,,,,,6,75,,,20102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020102,Census Tract 201.02,,,,2941,54313.59,0.054148513
6075020201,"Census Tract 202.01, San Francisco County, California",ACSSF,ca,140,0,9970,,,,,6,75,,,20201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020201,Census Tract 202.01,,,,2168,39931.83,0.05429253
6075020202,"Census Tract 202.02, San Francisco County, California",ACSSF,ca,140,0,9971,,,,,6,75,,,20202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020202,Census Tract 202.02,,,,4132,54124.27,0.076342825
6075020300,"Census Tract 203, San Francisco County, California",ACSSF,ca,140,0,9972,,,,,6,75,,,20300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020300,Census Tract 203,,,,3521,31884.72,0.110429083
6075020401,"Census Tract 204.01, San Francisco County, California",ACSSF,ca,140,0,9973,,,,,6,75,,,20401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020401,Census Tract 204.01,,,,3303,26103.7,0.126533791
6075020402,"Census Tract 204.02, San Francisco County, California",ACSSF,ca,140,0,9974,,,,,6,75,,,20402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020402,Census Tract 204.02,,,,4419,19381.98,0.227995265
6075020500,"Census Tract 205, San Francisco County, California",ACSSF,ca,140,0,9975,,,,,6,75,,,20500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020500,Census Tract 205,,,,2973,27808.4,0.106910148
6075020601,"Census Tract 206.01, San Francisco County, California",ACSSF,ca,140,0,9976,,,,,6,75,,,20601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020601,Census Tract 206.01,,,,3132,25265.66,0.123962737
6075020602,"Census Tract 206.02, San Francisco County, California",ACSSF,ca,140,0,9977,,,,,6,75,,,20602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020602,Census Tract 206.02,,,,2487,26156.08,0.095083066
6075020701,"Census Tract 207.01, San Francisco County, California",ACSSF,ca,140,0,9978,,,,,6,75,,,20701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020701,Census Tract 207.01,,,,3073,38218.46,0.080406164
6075020702,"Census Tract 207.02, San Francisco County, California",ACSSF,ca,140,0,9979,,,,,6,75,,,20702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020702,Census Tract 207.02,,,,2228,41557.99,0.053611831
6075020801,"Census Tract 208.01, San Francisco County, California",ACSSF,ca,140,0,9980,,,,,6,75,,,20801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020801,Census Tract 208.01,,,,3629,45250.47,0.080198055
6075020802,"Census Tract 208.02, San Francisco County, California",ACSSF,ca,140,0,9981,,,,,6,75,,,20802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020802,Census Tract 208.02,,,,2604,48735.63,0.053431136
6075020900,"Census Tract 209, San Francisco County, California",ACSSF,ca,140,0,9982,,,,,6,75,,,20900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075020900,Census Tract 209,,,,4402,36462.61,0.120726428
6075021000,"Census Tract 210, San Francisco County, California",ACSSF,ca,140,0,9983,,,,,6,75,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021000,Census Tract 210,,,,4051,33649.48,0.120388203
6075021100,"Census Tract 211, San Francisco County, California",ACSSF,ca,140,0,9984,,,,,6,75,,,21100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021100,Census Tract 211,,,,3960,24176.51,0.163795353
6075021200,"Census Tract 212, San Francisco County, California",ACSSF,ca,140,0,9985,,,,,6,75,,,21200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021200,Census Tract 212,,,,3017,22597.32,0.133511429
6075021300,"Census Tract 213, San Francisco County, California",ACSSF,ca,140,0,9986,,,,,6,75,,,21300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021300,Census Tract 213,,,,2692,22299.21,0.120721795
6075021400,"Census Tract 214, San Francisco County, California",ACSSF,ca,140,0,9987,,,,,6,75,,,21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021400,Census Tract 214,,,,3641,26598.63,0.136886735
6075021500,"Census Tract 215, San Francisco County, California",ACSSF,ca,140,0,9988,,,,,6,75,,,21500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021500,Census Tract 215,,,,5622,30695.91,0.183151428
6075021600,"Census Tract 216, San Francisco County, California",ACSSF,ca,140,0,9989,,,,,6,75,,,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021600,Census Tract 216,,,,4189,18145.4,0.23085744
6075021700,"Census Tract 217, San Francisco County, California",ACSSF,ca,140,0,9990,,,,,6,75,,,21700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021700,Census Tract 217,,,,4512,9450.447,0.477437733
6075021800,"Census Tract 218, San Francisco County, California",ACSSF,ca,140,0,9991,,,,,6,75,,,21800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075021800,Census Tract 218,,,,4218,21641.98,0.194898973
6075022600,"Census Tract 226, San Francisco County, California",ACSSF,ca,140,0,9992,,,,,6,75,,,22600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022600,Census Tract 226,,,,3570,6929.326,0.515201615
6075022702,"Census Tract 227.02, San Francisco County, California",ACSSF,ca,140,0,9993,,,,,6,75,,,22702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022702,Census Tract 227.02,,,,2218,19438.21,0.114105162
6075022704,"Census Tract 227.04, San Francisco County, California",ACSSF,ca,140,0,9994,,,,,6,75,,,22704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022704,Census Tract 227.04,,,,3565,16954.01,0.210274719
6075022801,"Census Tract 228.01, San Francisco County, California",ACSSF,ca,140,0,9995,,,,,6,75,,,22801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022801,Census Tract 228.01,,,,5068,22707.21,0.223189065
6075022802,"Census Tract 228.02, San Francisco County, California",ACSSF,ca,140,0,9996,,,,,6,75,,,22802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022802,Census Tract 228.02,,,,2384,21199.89,0.112453417
6075022803,"Census Tract 228.03, San Francisco County, California",ACSSF,ca,140,0,9997,,,,,6,75,,,22803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022803,Census Tract 228.03,,,,4903,45018.12,0.108911702
6075022901,"Census Tract 229.01, San Francisco County, California",ACSSF,ca,140,0,9998,,,,,6,75,,,22901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022901,Census Tract 229.01,,,,4573,47584.48,0.096102762
6075022902,"Census Tract 229.02, San Francisco County, California",ACSSF,ca,140,0,9999,,,,,6,75,,,22902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022902,Census Tract 229.02,,,,2233,35737.11,0.062484073
6075022903,"Census Tract 229.03, San Francisco County, California",ACSSF,ca,140,0,10000,,,,,6,75,,,22903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075022903,Census Tract 229.03,,,,3090,25711.33,0.12018048
6075023001,"Census Tract 230.01, San Francisco County, California",ACSSF,ca,140,0,10001,,,,,6,75,,,23001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023001,Census Tract 230.01,,,,5309,20638.46,0.257238257
6075023003,"Census Tract 230.03, San Francisco County, California",ACSSF,ca,140,0,10002,,,,,6,75,,,23003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023003,Census Tract 230.03,,,,4195,26555.25,0.157972547
6075023102,"Census Tract 231.02, San Francisco County, California",ACSSF,ca,140,0,10003,,,,,6,75,,,23102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023102,Census Tract 231.02,,,,3707,19704.32,0.188131374
6075023103,"Census Tract 231.03, San Francisco County, California",ACSSF,ca,140,0,10004,,,,,6,75,,,23103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023103,Census Tract 231.03,,,,4064,7190.052,0.565225399
6075023200,"Census Tract 232, San Francisco County, California",ACSSF,ca,140,0,10005,,,,,6,75,,,23200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023200,Census Tract 232,,,,3857,11662.35,0.330722382
6075023300,"Census Tract 233, San Francisco County, California",ACSSF,ca,140,0,10006,,,,,6,75,,,23300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023300,Census Tract 233,,,,3930,16073.52,0.244501519
6075023400,"Census Tract 234, San Francisco County, California",ACSSF,ca,140,0,10007,,,,,6,75,,,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075023400,Census Tract 234,,,,4148,12519.34,0.331327404
6075025100,"Census Tract 251, San Francisco County, California",ACSSF,ca,140,0,10008,,,,,6,75,,,25100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025100,Census Tract 251,,,,3384,15869.76,0.213235737
6075025200,"Census Tract 252, San Francisco County, California",ACSSF,ca,140,0,10009,,,,,6,75,,,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025200,Census Tract 252,,,,5505,21699.91,0.253687662
6075025300,"Census Tract 253, San Francisco County, California",ACSSF,ca,140,0,10010,,,,,6,75,,,25300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025300,Census Tract 253,,,,4441,28476.42,0.155953618
6075025401,"Census Tract 254.01, San Francisco County, California",ACSSF,ca,140,0,10011,,,,,6,75,,,25401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025401,Census Tract 254.01,,,,3781,26923.71,0.140433855
6075025402,"Census Tract 254.02, San Francisco County, California",ACSSF,ca,140,0,10012,,,,,6,75,,,25402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025402,Census Tract 254.02,,,,3522,30305.95,0.116214824
6075025403,"Census Tract 254.03, San Francisco County, California",ACSSF,ca,140,0,10013,,,,,6,75,,,25403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025403,Census Tract 254.03,,,,4692,23563.11,0.199124861
6075025501,"Census Tract 255.01, San Francisco County, California",ACSSF,ca,140,0,10014,,,,,6,75,,,25501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025501,Census Tract 255.01,,,,4443,21442.55,0.207204821
6075025502,"Census Tract 255.02, San Francisco County, California",ACSSF,ca,140,0,10015,,,,,6,75,,,25502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025502,Census Tract 255.02,,,,4428,21226.58,0.208606372
6075025600,"Census Tract 256, San Francisco County, California",ACSSF,ca,140,0,10016,,,,,6,75,,,25600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025600,Census Tract 256,,,,5158,23141.28,0.222891766
6075025701,"Census Tract 257.01, San Francisco County, California",ACSSF,ca,140,0,10017,,,,,6,75,,,25701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025701,Census Tract 257.01,,,,5424,22935.67,0.236487582
6075025702,"Census Tract 257.02, San Francisco County, California",ACSSF,ca,140,0,10018,,,,,6,75,,,25702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025702,Census Tract 257.02,,,,3979,19318.41,0.205969294
6075025800,"Census Tract 258, San Francisco County, California",ACSSF,ca,140,0,10019,,,,,6,75,,,25800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025800,Census Tract 258,,,,2153,22222.93,0.096881916
6075025900,"Census Tract 259, San Francisco County, California",ACSSF,ca,140,0,10020,,,,,6,75,,,25900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075025900,Census Tract 259,,,,4409,16492.26,0.267337532
6075026001,"Census Tract 260.01, San Francisco County, California",ACSSF,ca,140,0,10021,,,,,6,75,,,26001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026001,Census Tract 260.01,,,,6463,41098.3,0.157257099
6075026002,"Census Tract 260.02, San Francisco County, California",ACSSF,ca,140,0,10022,,,,,6,75,,,26002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026002,Census Tract 260.02,,,,3660,26487.9,0.138176316
6075026003,"Census Tract 260.03, San Francisco County, California",ACSSF,ca,140,0,10023,,,,,6,75,,,26003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026003,Census Tract 260.03,,,,5085,32324.47,0.157311154
6075026004,"Census Tract 260.04, San Francisco County, California",ACSSF,ca,140,0,10024,,,,,6,75,,,26004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026004,Census Tract 260.04,,,,4107,31636.42,0.129818748
6075026100,"Census Tract 261, San Francisco County, California",ACSSF,ca,140,0,10025,,,,,6,75,,,26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026100,Census Tract 261,,,,7566,26085.78,0.290043043
6075026201,"Census Tract 262.01, San Francisco County, California",ACSSF,ca,140,0,10026,,,,,6,75,,,26201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026201,Census Tract 262.01,,,,3825,22660.57,0.168795377
6075026202,"Census Tract 262.02, San Francisco County, California",ACSSF,ca,140,0,10027,,,,,6,75,,,26202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026202,Census Tract 262.02,,,,3839,29476.44,0.1302396
6075026301,"Census Tract 263.01, San Francisco County, California",ACSSF,ca,140,0,10028,,,,,6,75,,,26301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026301,Census Tract 263.01,,,,5724,40313.62,0.141986758
6075026302,"Census Tract 263.02, San Francisco County, California",ACSSF,ca,140,0,10029,,,,,6,75,,,26302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026302,Census Tract 263.02,,,,5142,17737.97,0.289886671
6075026303,"Census Tract 263.03, San Francisco County, California",ACSSF,ca,140,0,10030,,,,,6,75,,,26303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026303,Census Tract 263.03,,,,4818,29199.73,0.165001537
6075026401,"Census Tract 264.01, San Francisco County, California",ACSSF,ca,140,0,10031,,,,,6,75,,,26401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026401,Census Tract 264.01,,,,3444,26154.82,0.131677444
6075026402,"Census Tract 264.02, San Francisco County, California",ACSSF,ca,140,0,10032,,,,,6,75,,,26402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026402,Census Tract 264.02,,,,5056,32878.91,0.153776388
6075026403,"Census Tract 264.03, San Francisco County, California",ACSSF,ca,140,0,10033,,,,,6,75,,,26403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026403,Census Tract 264.03,,,,3801,25940.76,0.146526162
6075026404,"Census Tract 264.04, San Francisco County, California",ACSSF,ca,140,0,10034,,,,,6,75,,,26404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075026404,Census Tract 264.04,,,,2760,37786.26,0.073042423
6075030101,"Census Tract 301.01, San Francisco County, California",ACSSF,ca,140,0,10035,,,,,6,75,,,30101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030101,Census Tract 301.01,,,,5062,37466.87,0.135106031
6075030102,"Census Tract 301.02, San Francisco County, California",ACSSF,ca,140,0,10036,,,,,6,75,,,30102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030102,Census Tract 301.02,,,,4731,9723.152,0.486570594
6075030201,"Census Tract 302.01, San Francisco County, California",ACSSF,ca,140,0,10037,,,,,6,75,,,30201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030201,Census Tract 302.01,,,,4262,30581.2,0.139366669
6075030202,"Census Tract 302.02, San Francisco County, California",ACSSF,ca,140,0,10038,,,,,6,75,,,30202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030202,Census Tract 302.02,,,,4013,29144.97,0.137690985
6075030301,"Census Tract 303.01, San Francisco County, California",ACSSF,ca,140,0,10039,,,,,6,75,,,30301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030301,Census Tract 303.01,,,,6074,20869.99,0.291039958
6075030302,"Census Tract 303.02, San Francisco County, California",ACSSF,ca,140,0,10040,,,,,6,75,,,30302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030302,Census Tract 303.02,,,,3928,17022.83,0.230748946
6075030400,"Census Tract 304, San Francisco County, California",ACSSF,ca,140,0,10041,,,,,6,75,,,30400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030400,Census Tract 304,,,,5088,13552.34,0.3754334
6075030500,"Census Tract 305, San Francisco County, California",ACSSF,ca,140,0,10042,,,,,6,75,,,30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030500,Census Tract 305,,,,3676,8752.469,0.419995768
6075030600,"Census Tract 306, San Francisco County, California",ACSSF,ca,140,0,10043,,,,,6,75,,,30600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030600,Census Tract 306,,,,2514,12482.56,0.201400933
6075030700,"Census Tract 307, San Francisco County, California",ACSSF,ca,140,0,10044,,,,,6,75,,,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030700,Census Tract 307,,,,6959,12630.63,0.550962398
6075030800,"Census Tract 308, San Francisco County, California",ACSSF,ca,140,0,10045,,,,,6,75,,,30800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030800,Census Tract 308,,,,6041,12588.27,0.479891027
6075030900,"Census Tract 309, San Francisco County, California",ACSSF,ca,140,0,10046,,,,,6,75,,,30900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075030900,Census Tract 309,,,,6767,9315.825,0.726398346
6075031000,"Census Tract 310, San Francisco County, California",ACSSF,ca,140,0,10047,,,,,6,75,,,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031000,Census Tract 310,,,,4089,12933.59,0.316153588
6075031100,"Census Tract 311, San Francisco County, California",ACSSF,ca,140,0,10048,,,,,6,75,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031100,Census Tract 311,,,,6295,15209.5,0.413886088
6075031201,"Census Tract 312.01, San Francisco County, California",ACSSF,ca,140,0,10049,,,,,6,75,,,31201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031201,Census Tract 312.01,,,,6522,32937.06,0.198014045
6075031202,"Census Tract 312.02, San Francisco County, California",ACSSF,ca,140,0,10050,,,,,6,75,,,31202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031202,Census Tract 312.02,,,,3239,27111.92,0.119467735
6075031301,"Census Tract 313.01, San Francisco County, California",ACSSF,ca,140,0,10051,,,,,6,75,,,31301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031301,Census Tract 313.01,,,,3866,22172.43,0.174360653
6075031302,"Census Tract 313.02, San Francisco County, California",ACSSF,ca,140,0,10052,,,,,6,75,,,31302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031302,Census Tract 313.02,,,,5503,20782.29,0.264792733
6075031401,"Census Tract 314.01, San Francisco County, California",ACSSF,ca,140,0,10053,,,,,6,75,,,31401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031401,Census Tract 314.01,,,,2378,18710.61,0.127093639
6075031402,"Census Tract 314.02, San Francisco County, California",ACSSF,ca,140,0,10054,,,,,6,75,,,31402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075031402,Census Tract 314.02,,,,4788,28096.17,0.170414689
6075032601,"Census Tract 326.01, San Francisco County, California",ACSSF,ca,140,0,10055,,,,,6,75,,,32601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032601,Census Tract 326.01,,,,4874,30223,0.161267929
6075032602,"Census Tract 326.02, San Francisco County, California",ACSSF,ca,140,0,10056,,,,,6,75,,,32602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032602,Census Tract 326.02,,,,4505,24714.04,0.182285014
6075032700,"Census Tract 327, San Francisco County, California",ACSSF,ca,140,0,10057,,,,,6,75,,,32700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032700,Census Tract 327,,,,6932,21254.47,0.32614321
6075032801,"Census Tract 328.01, San Francisco County, California",ACSSF,ca,140,0,10058,,,,,6,75,,,32801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032801,Census Tract 328.01,,,,4042,17884.11,0.2260107
6075032802,"Census Tract 328.02, San Francisco County, California",ACSSF,ca,140,0,10059,,,,,6,75,,,32802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032802,Census Tract 328.02,,,,4624,21818.37,0.211931484
6075032901,"Census Tract 329.01, San Francisco County, California",ACSSF,ca,140,0,10060,,,,,6,75,,,32901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032901,Census Tract 329.01,,,,5360,20661.31,0.259422051
6075032902,"Census Tract 329.02, San Francisco County, California",ACSSF,ca,140,0,10061,,,,,6,75,,,32902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075032902,Census Tract 329.02,,,,4103,21059.69,0.194827158
6075033001,"Census Tract 330.01, San Francisco County, California",ACSSF,ca,140,0,10062,,,,,6,75,,,33001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075033001,Census Tract 330.01,,,,4200,18887.23,0.222372459
6075033002,"Census Tract 330.02, San Francisco County, California",ACSSF,ca,140,0,10063,,,,,6,75,,,33002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075033002,Census Tract 330.02,,,,4227,11753.27,0.359644523
6075033100,"Census Tract 331, San Francisco County, California",ACSSF,ca,140,0,10064,,,,,6,75,,,33100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075033100,Census Tract 331,,,,3948,11462.35,0.344432098
6075033201,"Census Tract 332.01, San Francisco County, California",ACSSF,ca,140,0,10065,,,,,6,75,,,33201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075033201,Census Tract 332.01,,,,4262,11819.46,0.360591632
6075033203,"Census Tract 332.03, San Francisco County, California",ACSSF,ca,140,0,10066,,,,,6,75,,,33203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075033203,Census Tract 332.03,,,,3320,19703.44,0.168498464
6075033204,"Census Tract 332.04, San Francisco County, California",ACSSF,ca,140,0,10067,,,,,6,75,,,33204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075033204,Census Tract 332.04,,,,4402,29391.7,0.149770192
6075035101,"Census Tract 351.01, San Francisco County, California",ACSSF,ca,140,0,10068,,,,,6,75,,,35101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075035101,Census Tract 351.01,,,,4035,27329.12,0.1476447
6075035102,"Census Tract 351.02, San Francisco County, California",ACSSF,ca,140,0,10069,,,,,6,75,,,35102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075035102,Census Tract 351.02,,,,4760,22691.8,0.209767381
6075035201,"Census Tract 352.01, San Francisco County, California",ACSSF,ca,140,0,10070,,,,,6,75,,,35201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075035201,Census Tract 352.01,,,,5497,15149.87,0.362841449
6075035202,"Census Tract 352.02, San Francisco County, California",ACSSF,ca,140,0,10071,,,,,6,75,,,35202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075035202,Census Tract 352.02,,,,4796,33323.45,0.143922675
6075035300,"Census Tract 353, San Francisco County, California",ACSSF,ca,140,0,10072,,,,,6,75,,,35300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075035300,Census Tract 353,,,,7537,17393.57,0.433320927
