Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005,SE_A20002_002,SE_A20002_003,SE_A20002_004,SE_A20002_005,SE_A20002_006,SE_A20002_007,SE_A20002_008,SE_A20002_009,SE_A20002_010,SE_A20002_011,SE_A20002_012,SE_A20002_013,SE_A20002_014,SE_A20002_015,SE_A20002_016,SE_A20002_017,SE_A20002_018,SE_A20002_019,SE_A20002_020,SE_A20002_021,SE_A20002_022,SE_A20002_023,SE_A20002_024,SE_A20002_025,SE_A20002_026,PCT_SE_A20002_003,PCT_SE_A20002_004,PCT_SE_A20002_005,PCT_SE_A20002_006,PCT_SE_A20002_008,PCT_SE_A20002_009,PCT_SE_A20002_010,PCT_SE_A20002_011,PCT_SE_A20002_013,PCT_SE_A20002_014,PCT_SE_A20002_015,PCT_SE_A20002_016,PCT_SE_A20002_018,PCT_SE_A20002_019,PCT_SE_A20002_020,PCT_SE_A20002_021,PCT_SE_A20002_023,PCT_SE_A20002_024,PCT_SE_A20002_025,PCT_SE_A20002_026
"06075012301","Census Tract 123.01, San Francisco County, California","ACSSF","ca","140","00","0009905",,,,,"06","075",,,"012301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012301","Census Tract 123.01",,,,1887,69,1818,1190,818,3.66,96.34,63.06,43.35,186,0,186,150,98,18,0,18,7,11,398,0,398,141,257,886,69,817,493,431,399,0,399,399,21,0,100,80.65,52.69,0,100,38.89,61.11,0,100,35.43,64.57,7.79,92.21,55.64,48.65,0,100,100,5.26
"06075012302","Census Tract 123.02, San Francisco County, California","ACSSF","ca","140","00","0009906",,,,,"06","075",,,"012302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012302","Census Tract 123.02",,,,2600,134,2466,904,1663,5.15,94.85,34.77,63.96,123,0,123,100,41,326,0,326,35,297,765,78,687,50,648,1120,45,1075,477,617,266,11,255,242,60,0,100,81.3,33.33,0,100,10.74,91.1,10.2,89.8,6.54,84.71,4.02,95.98,42.59,55.09,4.14,95.86,90.98,22.56
"06075012403","Census Tract 124.03, San Francisco County, California","ACSSF","ca","140","00","0009907",,,,,"06","075",,,"012403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012403","Census Tract 124.03",,,,2591,45,2546,1669,1025,1.74,98.26,64.42,39.56,392,29,363,266,101,186,0,186,0,186,306,0,306,96,210,1346,16,1330,946,467,361,0,361,361,61,7.4,92.6,67.86,25.77,0,100,0,100,0,100,31.37,68.63,1.19,98.81,70.28,34.7,0,100,100,16.9
"06075012404","Census Tract 124.04, San Francisco County, California","ACSSF","ca","140","00","0009908",,,,,"06","075",,,"012404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012404","Census Tract 124.04",,,,2566,74,2492,1522,1153,2.88,97.12,59.31,44.93,285,0,285,157,128,112,0,112,0,112,542,0,542,178,364,1258,74,1184,837,439,369,0,369,350,110,0,100,55.09,44.91,0,100,0,100,0,100,32.84,67.16,5.88,94.12,66.53,34.9,0,100,94.85,29.81
"06075012405","Census Tract 124.05, San Francisco County, California","ACSSF","ca","140","00","0009909",,,,,"06","075",,,"012405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012405","Census Tract 124.05",,,,3817,168,3649,1096,2792,4.4,95.6,28.71,73.15,329,0,329,169,160,408,0,408,30,386,1482,130,1352,155,1251,1400,38,1362,544,900,198,0,198,198,95,0,100,51.37,48.63,0,100,7.35,94.61,8.77,91.23,10.46,84.41,2.71,97.29,38.86,64.29,0,100,100,47.98
"06075012406","Census Tract 124.06, San Francisco County, California","ACSSF","ca","140","00","0009910",,,,,"06","075",,,"012406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012406","Census Tract 124.06",,,,1463,10,1453,801,747,0.68,99.32,54.75,51.06,148,0,148,143,5,71,10,61,51,10,206,0,206,43,186,751,0,751,277,474,287,0,287,287,72,0,100,96.62,3.38,14.08,85.92,71.83,14.08,0,100,20.87,90.29,0,100,36.88,63.12,0,100,100,25.09
"06075012502","Census Tract 125.02, San Francisco County, California","ACSSF","ca","140","00","0009911",,,,,"06","075",,,"012502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012502","Census Tract 125.02",,,,4188,452,3736,2843,1265,10.79,89.21,67.88,30.21,565,15,550,527,23,370,139,231,119,112,376,136,240,99,157,1623,127,1496,879,633,1254,35,1219,1219,340,2.65,97.35,93.27,4.07,37.57,62.43,32.16,30.27,36.17,63.83,26.33,41.76,7.83,92.17,54.16,39,2.79,97.21,97.21,27.11
"06075012503","Census Tract 125.03, San Francisco County, California","ACSSF","ca","140","00","0009912",,,,,"06","075",,,"012503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012503","Census Tract 125.03",,,,3788,311,3477,2497,1303,8.21,91.79,65.92,34.4,756,0,756,707,49,273,11,262,138,144,417,145,272,119,163,1947,155,1792,1138,852,395,0,395,395,95,0,100,93.52,6.48,4.03,95.97,50.55,52.75,34.77,65.23,28.54,39.09,7.96,92.04,58.45,43.76,0,100,100,24.05
"06075012504","Census Tract 125.04, San Francisco County, California","ACSSF","ca","140","00","0009913",,,,,"06","075",,,"012504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012504","Census Tract 125.04",,,,617,0,617,480,183,0,100,77.8,29.66,36,0,36,36,0,0,0,0,0,0,14,0,14,0,14,240,0,240,117,123,327,0,327,327,46,0,100,100,0,,,,,0,100,0,100,0,100,48.75,51.25,0,100,100,14.07
"06075012601","Census Tract 126.01, San Francisco County, California","ACSSF","ca","140","00","0009914",,,,,"06","075",,,"012601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012601","Census Tract 126.01",,,,2241,0,2241,227,2149,0,100,10.13,95.89,275,0,275,0,275,183,0,183,0,183,713,0,713,0,713,852,0,852,9,843,218,0,218,218,135,0,100,0,100,0,100,0,100,0,100,0,100,0,100,1.06,98.94,0,100,100,61.93
"06075012602","Census Tract 126.02, San Francisco County, California","ACSSF","ca","140","00","0009915",,,,,"06","075",,,"012602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012602","Census Tract 126.02",,,,2977,77,2900,449,2648,2.59,97.41,15.08,88.95,433,17,416,65,351,296,8,288,0,288,853,30,823,0,823,1140,22,1118,129,1005,255,0,255,255,181,3.93,96.07,15.01,81.06,2.7,97.3,0,97.3,3.52,96.48,0,96.48,1.93,98.07,11.32,88.16,0,100,100,70.98
"06075012700","Census Tract 127, San Francisco County, California","ACSSF","ca","140","00","0009916",,,,,"06","075",,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012700","Census Tract 127",,,,4031,164,3867,720,3637,4.07,95.93,17.86,90.23,293,0,293,44,270,186,0,186,0,186,1569,26,1543,131,1504,1516,138,1378,121,1276,467,0,467,424,401,0,100,15.02,92.15,0,100,0,100,1.66,98.34,8.35,95.86,9.1,90.9,7.98,84.17,0,100,90.79,85.87
"06075012801","Census Tract 128.01, San Francisco County, California","ACSSF","ca","140","00","0009917",,,,,"06","075",,,"012801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012801","Census Tract 128.01",,,,2791,28,2763,512,2579,1,99,18.34,92.4,712,0,712,0,712,111,0,111,0,111,480,0,480,0,480,1005,28,977,29,948,483,0,483,483,328,0,100,0,100,0,100,0,100,0,100,0,100,2.79,97.21,2.89,94.33,0,100,100,67.91
"06075012802","Census Tract 128.02, San Francisco County, California","ACSSF","ca","140","00","0009918",,,,,"06","075",,,"012802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012802","Census Tract 128.02",,,,2012,7,2005,232,1896,0.35,99.65,11.53,94.23,348,0,348,1,348,195,0,195,26,169,818,7,811,0,811,471,0,471,26,445,180,0,180,179,123,0,100,0.29,100,0,100,13.33,86.67,0.86,99.14,0,99.14,0,100,5.52,94.48,0,100,99.44,68.33
"06075012901","Census Tract 129.01, San Francisco County, California","ACSSF","ca","140","00","0009919",,,,,"06","075",,,"012901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012901","Census Tract 129.01",,,,2813,12,2801,337,2659,0.43,99.57,11.98,94.53,435,0,435,28,419,165,0,165,0,165,1156,7,1149,64,1092,814,5,809,12,806,243,0,243,233,177,0,100,6.44,96.32,0,100,0,100,0.61,99.39,5.54,94.46,0.61,99.39,1.47,99.02,0,100,95.88,72.84
"06075012902","Census Tract 129.02, San Francisco County, California","ACSSF","ca","140","00","0009920",,,,,"06","075",,,"012902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075012902","Census Tract 129.02",,,,3526,31,3495,507,3308,0.88,99.12,14.38,93.82,253,13,240,0,240,618,0,618,0,618,1135,0,1135,15,1120,1003,18,985,15,970,517,0,517,477,360,5.14,94.86,0,94.86,0,100,0,100,0,100,1.32,98.68,1.79,98.21,1.5,96.71,0,100,92.26,69.63
"06075013001","Census Tract 130.01, San Francisco County, California","ACSSF","ca","140","00","0009921",,,,,"06","075",,,"013001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013001","Census Tract 130.01",,,,1758,32,1726,213,1679,1.82,98.18,12.12,95.51,182,0,182,0,182,186,0,186,0,186,707,12,695,0,695,512,20,492,42,492,171,0,171,171,124,0,100,0,100,0,100,0,100,1.7,98.3,0,98.3,3.91,96.09,8.2,96.09,0,100,100,72.51
"06075013002","Census Tract 130.02, San Francisco County, California","ACSSF","ca","140","00","0009922",,,,,"06","075",,,"013002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013002","Census Tract 130.02",,,,2800,0,2800,161,2786,0,100,5.75,99.5,462,0,462,0,462,375,0,375,0,375,697,0,697,0,697,1089,0,1089,0,1089,177,0,177,161,163,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,90.96,92.09
"06075013101","Census Tract 131.01, San Francisco County, California","ACSSF","ca","140","00","0009923",,,,,"06","075",,,"013101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013101","Census Tract 131.01",,,,4071,131,3940,665,3596,3.22,96.78,16.34,88.33,484,49,435,12,423,344,0,344,33,311,1456,39,1417,152,1331,1453,43,1410,155,1289,334,0,334,313,242,10.12,89.88,2.48,87.4,0,100,9.59,90.41,2.68,97.32,10.44,91.41,2.96,97.04,10.67,88.71,0,100,93.71,72.46
"06075013102","Census Tract 131.02, San Francisco County, California","ACSSF","ca","140","00","0009924",,,,,"06","075",,,"013102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013102","Census Tract 131.02",,,,2951,48,2903,537,2628,1.63,98.37,18.2,89.05,409,1,408,83,325,209,8,201,11,190,750,39,711,35,676,1160,0,1160,13,1154,423,0,423,395,283,0.24,99.76,20.29,79.46,3.83,96.17,5.26,90.91,5.2,94.8,4.67,90.13,0,100,1.12,99.48,0,100,93.38,66.9
"06075013200","Census Tract 132, San Francisco County, California","ACSSF","ca","140","00","0009925",,,,,"06","075",,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013200","Census Tract 132",,,,4456,1,4455,1140,3929,0.02,99.98,25.58,88.17,667,0,667,0,667,179,1,178,1,177,968,0,968,18,950,1749,0,1749,258,1623,893,0,893,863,512,0,100,0,100,0.56,99.44,0.56,98.88,0,100,1.86,98.14,0,100,14.75,92.8,0,100,96.64,57.33
"06075013300","Census Tract 133, San Francisco County, California","ACSSF","ca","140","00","0009926",,,,,"06","075",,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013300","Census Tract 133",,,,4456,41,4415,1266,3611,0.92,99.08,28.41,81.04,962,0,962,152,810,299,0,299,0,299,467,7,460,0,460,1704,34,1670,110,1571,1024,0,1024,1004,471,0,100,15.8,84.2,0,100,0,100,1.5,98.5,0,98.5,2,98,6.46,92.19,0,100,98.05,46
"06075013401","Census Tract 134.01, San Francisco County, California","ACSSF","ca","140","00","0009927",,,,,"06","075",,,"013401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013401","Census Tract 134.01",,,,1431,20,1411,224,1300,1.4,98.6,15.65,90.85,167,0,167,0,167,29,0,29,0,29,585,0,585,11,574,438,20,418,15,418,212,0,212,198,112,0,100,0,100,0,100,0,100,0,100,1.88,98.12,4.57,95.43,3.42,95.43,0,100,93.4,52.83
"06075013402","Census Tract 134.02, San Francisco County, California","ACSSF","ca","140","00","0009928",,,,,"06","075",,,"013402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013402","Census Tract 134.02",,,,2239,0,2239,546,2013,0,100,24.39,89.91,297,0,297,22,297,45,0,45,0,45,552,0,552,20,532,888,0,888,47,861,457,0,457,457,278,0,100,7.41,100,0,100,0,100,0,100,3.62,96.38,0,100,5.29,96.96,0,100,100,60.83
"06075013500","Census Tract 135, San Francisco County, California","ACSSF","ca","140","00","0009929",,,,,"06","075",,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075013500","Census Tract 135",,,,2438,82,2356,457,2106,3.36,96.64,18.74,86.38,219,0,219,6,219,184,27,157,17,148,611,0,611,1,610,1080,45,1035,99,986,344,10,334,334,143,0,100,2.74,100,14.67,85.33,9.24,80.43,0,100,0.16,99.84,4.17,95.83,9.17,91.3,2.91,97.09,97.09,41.57
"06075015100","Census Tract 151, San Francisco County, California","ACSSF","ca","140","00","0009930",,,,,"06","075",,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015100","Census Tract 151",,,,2799,30,2769,759,2370,1.07,98.93,27.12,84.67,70,0,70,0,70,182,6,176,13,163,1023,8,1015,11,1015,846,16,830,72,758,678,0,678,663,364,0,100,0,100,3.3,96.7,7.14,89.56,0.78,99.22,1.08,99.22,1.89,98.11,8.51,89.6,0,100,97.79,53.69
"06075015201","Census Tract 152.01, San Francisco County, California","ACSSF","ca","140","00","0009931",,,,,"06","075",,,"015201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015201","Census Tract 152.01",,,,1713,143,1570,575,1103,8.35,91.65,33.57,64.39,127,0,127,0,127,76,40,36,0,36,314,53,261,0,261,689,0,689,143,546,507,50,457,432,133,0,100,0,100,52.63,47.37,0,47.37,16.88,83.12,0,83.12,0,100,20.75,79.25,9.86,90.14,85.21,26.23
"06075015202","Census Tract 152.02, San Francisco County, California","ACSSF","ca","140","00","0009932",,,,,"06","075",,,"015202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015202","Census Tract 152.02",,,,2195,149,2046,451,1779,6.79,93.21,20.55,81.05,254,0,254,58,196,172,0,172,0,172,615,0,615,0,615,764,19,745,133,654,390,130,260,260,142,0,100,22.83,77.17,0,100,0,100,0,100,0,100,2.49,97.51,17.41,85.6,33.33,66.67,66.67,36.41
"06075015300","Census Tract 153, San Francisco County, California","ACSSF","ca","140","00","0009933",,,,,"06","075",,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015300","Census Tract 153",,,,2099,47,2052,367,1892,2.24,97.76,17.48,90.14,200,0,200,32,178,100,16,84,14,70,937,23,914,25,896,626,8,618,84,550,236,0,236,212,198,0,100,16,89,16,84,14,70,2.45,97.55,2.67,95.62,1.28,98.72,13.42,87.86,0,100,89.83,83.9
"06075015401","Census Tract 154.01, San Francisco County, California","ACSSF","ca","140","00","0009934",,,,,"06","075",,,"015401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015401","Census Tract 154.01",,,,3342,121,3221,700,2877,3.62,96.38,20.95,86.09,219,0,219,26,199,377,0,377,11,366,1049,0,1049,34,1015,1103,121,982,72,961,594,0,594,557,336,0,100,11.87,90.87,0,100,2.92,97.08,0,100,3.24,96.76,10.97,89.03,6.53,87.13,0,100,93.77,56.57
"06075015402","Census Tract 154.02, San Francisco County, California","ACSSF","ca","140","00","0009935",,,,,"06","075",,,"015402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015402","Census Tract 154.02",,,,2643,23,2620,315,2503,0.87,99.13,11.92,94.7,497,0,497,0,497,102,0,102,0,102,359,0,359,0,359,1408,23,1385,38,1385,277,0,277,277,160,0,100,0,100,0,100,0,100,0,100,0,100,1.63,98.37,2.7,98.37,0,100,100,57.76
"06075015500","Census Tract 155, San Francisco County, California","ACSSF","ca","140","00","0009936",,,,,"06","075",,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015500","Census Tract 155",,,,3627,55,3572,1623,2611,1.52,98.48,44.75,71.99,253,0,253,36,217,218,29,189,10,179,726,10,716,25,691,1061,0,1061,199,918,1369,16,1353,1353,606,0,100,14.23,85.77,13.3,86.7,4.59,82.11,1.38,98.62,3.44,95.18,0,100,18.76,86.52,1.17,98.83,98.83,44.27
"06075015600","Census Tract 156, San Francisco County, California","ACSSF","ca","140","00","0009937",,,,,"06","075",,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015600","Census Tract 156",,,,2923,13,2910,1090,2343,0.44,99.56,37.29,80.16,375,0,375,47,328,269,0,269,64,205,442,0,442,22,420,1024,13,1011,176,840,813,0,813,781,550,0,100,12.53,87.47,0,100,23.79,76.21,0,100,4.98,95.02,1.27,98.73,17.19,82.03,0,100,96.06,67.65
"06075015701","Census Tract 157.01, San Francisco County, California","ACSSF","ca","140","00","0009938",,,,,"06","075",,,"015701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015701","Census Tract 157.01",,,,5327,302,5025,575,4581,5.67,94.33,10.79,86,1321,35,1286,60,1226,1650,189,1461,112,1359,994,53,941,67,874,1052,19,1033,48,1009,310,6,304,288,113,2.65,97.35,4.54,92.81,11.45,88.55,6.79,82.36,5.33,94.67,6.74,87.93,1.81,98.19,4.56,95.91,1.94,98.06,92.9,36.45
"06075015702","Census Tract 157.02, San Francisco County, California","ACSSF","ca","140","00","0009939",,,,,"06","075",,,"015702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015702","Census Tract 157.02",,,,3420,155,3265,390,3200,4.53,95.47,11.4,93.57,577,0,577,23,577,68,30,38,0,38,1014,0,1014,25,1014,1407,125,1282,55,1251,354,0,354,287,320,0,100,3.99,100,44.12,55.88,0,55.88,0,100,2.47,100,8.88,91.12,3.91,88.91,0,100,81.07,90.4
"06075015801","Census Tract 158.01, San Francisco County, California","ACSSF","ca","140","00","0009940",,,,,"06","075",,,"015801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015801","Census Tract 158.01",,,,3399,201,3198,1352,2230,5.91,94.09,39.78,65.61,437,29,408,229,202,284,10,274,129,145,828,36,792,160,663,1210,126,1084,200,884,640,0,640,634,336,6.64,93.36,52.4,46.22,3.52,96.48,45.42,51.06,4.35,95.65,19.32,80.07,10.41,89.59,16.53,73.06,0,100,99.06,52.5
"06075015802","Census Tract 158.02, San Francisco County, California","ACSSF","ca","140","00","0009941",,,,,"06","075",,,"015802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015802","Census Tract 158.02",,,,3562,144,3418,615,3042,4.04,95.96,17.27,85.4,224,0,224,30,220,359,18,341,57,284,1513,52,1461,63,1436,1154,74,1080,185,900,312,0,312,280,202,0,100,13.39,98.21,5.01,94.99,15.88,79.11,3.44,96.56,4.16,94.91,6.41,93.59,16.03,77.99,0,100,89.74,64.74
"06075015900","Census Tract 159, San Francisco County, California","ACSSF","ca","140","00","0009942",,,,,"06","075",,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075015900","Census Tract 159",,,,4761,311,4450,1858,3103,6.53,93.47,39.03,65.18,766,0,766,539,227,630,75,555,82,490,786,33,753,49,726,1803,203,1600,443,1225,776,0,776,745,435,0,100,70.37,29.63,11.9,88.1,13.02,77.78,4.2,95.8,6.23,92.37,11.26,88.74,24.57,67.94,0,100,96.01,56.06
"06075016000","Census Tract 160, San Francisco County, California","ACSSF","ca","140","00","0009943",,,,,"06","075",,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016000","Census Tract 160",,,,2498,69,2429,837,1855,2.76,97.24,33.51,74.26,37,0,37,5,32,152,4,148,0,148,806,0,806,36,787,816,65,751,131,638,687,0,687,665,250,0,100,13.51,86.49,2.63,97.37,0,97.37,0,100,4.47,97.64,7.97,92.03,16.05,78.19,0,100,96.8,36.39
"06075016101","Census Tract 161.01, San Francisco County, California","ACSSF","ca","140","00","0009944",,,,,"06","075",,,"016101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016101","Census Tract 161.01",,,,2295,118,2177,1199,1173,5.14,94.86,52.24,51.11,109,0,109,36,73,247,88,159,44,115,356,0,356,8,348,707,30,677,253,537,876,0,876,858,100,0,100,33.03,66.97,35.63,64.37,17.81,46.56,0,100,2.25,97.75,4.24,95.76,35.79,75.95,0,100,97.95,11.42
"06075016102","Census Tract 161.02, San Francisco County, California","ACSSF","ca","140","00","0009945",,,,,"06","075",,,"016102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016102","Census Tract 161.02",,,,2555,293,2262,1411,1213,11.47,88.53,55.23,47.48,391,0,391,271,151,261,0,261,62,199,117,3,114,69,45,1186,212,974,487,573,600,78,522,522,245,0,100,69.31,38.62,0,100,23.75,76.25,2.56,97.44,58.97,38.46,17.88,82.12,41.06,48.31,13,87,87,40.83
"06075016200","Census Tract 162, San Francisco County, California","ACSSF","ca","140","00","0009946",,,,,"06","075",,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016200","Census Tract 162",,,,3365,97,3268,784,2587,2.88,97.12,23.3,76.88,122,0,122,14,108,502,0,502,78,424,932,21,911,38,873,1540,76,1464,385,1111,269,0,269,269,71,0,100,11.48,88.52,0,100,15.54,84.46,2.25,97.75,4.08,93.67,4.94,95.06,25,72.14,0,100,100,26.39
"06075016300","Census Tract 163, San Francisco County, California","ACSSF","ca","140","00","0009947",,,,,"06","075",,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016300","Census Tract 163",,,,4423,141,4282,953,3612,3.19,96.81,21.55,81.66,657,0,657,142,515,391,0,391,19,382,742,57,685,29,656,2140,84,2056,270,1830,493,0,493,493,229,0,100,21.61,78.39,0,100,4.86,97.7,7.68,92.32,3.91,88.41,3.93,96.07,12.62,85.51,0,100,100,46.45
"06075016400","Census Tract 164, San Francisco County, California","ACSSF","ca","140","00","0009948",,,,,"06","075",,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016400","Census Tract 164",,,,4109,211,3898,582,3620,5.14,94.86,14.16,88.1,463,21,442,134,321,533,74,459,9,450,1249,63,1186,70,1160,1664,53,1611,176,1537,200,0,200,193,152,4.54,95.46,28.94,69.33,13.88,86.12,1.69,84.43,5.04,94.96,5.6,92.87,3.19,96.81,10.58,92.37,0,100,96.5,76
"06075016500","Census Tract 165, San Francisco County, California","ACSSF","ca","140","00","0009949",,,,,"06","075",,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016500","Census Tract 165",,,,5108,36,5072,899,4361,0.7,99.3,17.6,85.38,539,0,539,56,483,322,0,322,43,279,2019,0,2019,125,1927,1723,36,1687,191,1505,505,0,505,484,167,0,100,10.39,89.61,0,100,13.35,86.65,0,100,6.19,95.44,2.09,97.91,11.09,87.35,0,100,95.84,33.07
"06075016601","Census Tract 166.01, San Francisco County, California","ACSSF","ca","140","00","0009950",,,,,"06","075",,,"016601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016601","Census Tract 166.01",,,,3180,70,3110,686,2673,2.2,97.8,21.57,84.06,374,0,374,54,335,213,13,200,0,200,943,31,912,34,894,1185,26,1159,255,948,465,0,465,343,296,0,100,14.44,89.57,6.1,93.9,0,93.9,3.29,96.71,3.61,94.8,2.19,97.81,21.52,80,0,100,73.76,63.66
"06075016602","Census Tract 166.02, San Francisco County, California","ACSSF","ca","140","00","0009951",,,,,"06","075",,,"016602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016602","Census Tract 166.02",,,,2498,72,2426,329,2309,2.88,97.12,13.17,92.43,177,0,177,61,160,341,34,307,0,307,1300,38,1262,147,1262,629,0,629,70,580,51,0,51,51,0,0,100,34.46,90.4,9.97,90.03,0,90.03,2.92,97.08,11.31,97.08,0,100,11.13,92.21,0,100,100,0
"06075016700","Census Tract 167, San Francisco County, California","ACSSF","ca","140","00","0009952",,,,,"06","075",,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016700","Census Tract 167",,,,5427,105,5322,682,4917,1.93,98.07,12.57,90.6,414,0,414,38,376,729,9,720,31,689,1949,27,1922,155,1767,1998,69,1929,121,1839,337,0,337,337,246,0,100,9.18,90.82,1.23,98.77,4.25,94.51,1.39,98.61,7.95,90.66,3.45,96.55,6.06,92.04,0,100,100,73
"06075016801","Census Tract 168.01, San Francisco County, California","ACSSF","ca","140","00","0009953",,,,,"06","075",,,"016801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016801","Census Tract 168.01",,,,4243,137,4106,825,3542,3.23,96.77,19.44,83.48,388,0,388,122,286,302,14,288,33,270,1166,37,1129,52,1087,2111,86,2025,358,1771,276,0,276,260,128,0,100,31.44,73.71,4.64,95.36,10.93,89.4,3.17,96.83,4.46,93.22,4.07,95.93,16.96,83.89,0,100,94.2,46.38
"06075016802","Census Tract 168.02, San Francisco County, California","ACSSF","ca","140","00","0009954",,,,,"06","075",,,"016802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075016802","Census Tract 168.02",,,,3661,121,3540,1267,2572,3.31,96.69,34.61,70.25,430,0,430,270,160,196,0,196,100,96,1137,61,1076,62,1014,1557,60,1497,495,1077,341,0,341,340,225,0,100,62.79,37.21,0,100,51.02,48.98,5.36,94.64,5.45,89.18,3.85,96.15,31.79,69.17,0,100,99.71,65.98
