Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005,SE_A20002_002,SE_A20002_003,SE_A20002_004,SE_A20002_005,SE_A20002_006,SE_A20002_007,SE_A20002_008,SE_A20002_009,SE_A20002_010,SE_A20002_011,SE_A20002_012,SE_A20002_013,SE_A20002_014,SE_A20002_015,SE_A20002_016,SE_A20002_017,SE_A20002_018,SE_A20002_019,SE_A20002_020,SE_A20002_021,SE_A20002_022,SE_A20002_023,SE_A20002_024,SE_A20002_025,SE_A20002_026,PCT_SE_A20002_003,PCT_SE_A20002_004,PCT_SE_A20002_005,PCT_SE_A20002_006,PCT_SE_A20002_008,PCT_SE_A20002_009,PCT_SE_A20002_010,PCT_SE_A20002_011,PCT_SE_A20002_013,PCT_SE_A20002_014,PCT_SE_A20002_015,PCT_SE_A20002_016,PCT_SE_A20002_018,PCT_SE_A20002_019,PCT_SE_A20002_020,PCT_SE_A20002_021,PCT_SE_A20002_023,PCT_SE_A20002_024,PCT_SE_A20002_025,PCT_SE_A20002_026
"06075023103","Census Tract 231.03, San Francisco County, California","ACSSF","ca","140","00","0010004",,,,,"06","075",,,"023103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023103","Census Tract 231.03",,,,4064,510,3554,2670,1144,12.55,87.45,65.7,28.15,1790,157,1633,1484,174,297,147,150,60,90,498,25,473,237,271,1171,181,990,599,449,308,0,308,290,160,8.77,91.23,82.91,9.72,49.49,50.51,20.2,30.3,5.02,94.98,47.59,54.42,15.46,84.54,51.15,38.34,0,100,94.16,51.95
"06075023200","Census Tract 232, San Francisco County, California","ACSSF","ca","140","00","0010005",,,,,"06","075",,,"023200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023200","Census Tract 232",,,,3857,81,3776,1536,2709,2.1,97.9,39.82,70.24,609,0,609,293,330,169,8,161,51,110,557,47,510,43,484,1816,26,1790,443,1432,706,0,706,706,353,0,100,48.11,54.19,4.73,95.27,30.18,65.09,8.44,91.56,7.72,86.89,1.43,98.57,24.39,78.85,0,100,100,50
"06075023300","Census Tract 233, San Francisco County, California","ACSSF","ca","140","00","0010006",,,,,"06","075",,,"023300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023300","Census Tract 233",,,,3924,187,3737,1943,2104,4.77,95.23,49.52,53.62,784,3,781,483,307,265,31,234,61,173,523,96,427,104,327,1622,57,1565,602,1038,730,0,730,693,259,0.38,99.62,61.61,39.16,11.7,88.3,23.02,65.28,18.36,81.64,19.89,62.52,3.51,96.49,37.11,64,0,100,94.93,35.48
"06075023400","Census Tract 234, San Francisco County, California","ACSSF","ca","140","00","0010007",,,,,"06","075",,,"023400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075023400","Census Tract 234",,,,4148,201,3947,1984,2445,4.85,95.15,47.83,58.94,1045,6,1039,602,548,320,0,320,155,170,645,126,519,126,393,1482,44,1438,480,1027,656,25,631,621,307,0.57,99.43,57.61,52.44,0,100,48.44,53.12,19.53,80.47,19.53,60.93,2.97,97.03,32.39,69.3,3.81,96.19,94.66,46.8
"06075025100","Census Tract 251, San Francisco County, California","ACSSF","ca","140","00","0010008",,,,,"06","075",,,"025100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025100","Census Tract 251",,,,3384,220,3164,858,2635,6.5,93.5,25.35,77.87,643,0,643,147,529,83,15,68,12,56,805,152,653,127,526,1374,53,1321,117,1209,479,0,479,455,315,0,100,22.86,82.27,18.07,81.93,14.46,67.47,18.88,81.12,15.78,65.34,3.86,96.14,8.52,87.99,0,100,94.99,65.76
"06075025200","Census Tract 252, San Francisco County, California","ACSSF","ca","140","00","0010009",,,,,"06","075",,,"025200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025200","Census Tract 252",,,,5505,65,5440,1608,4472,1.18,98.82,29.21,81.24,961,14,947,151,908,285,8,277,116,163,743,3,740,96,644,2848,24,2824,593,2300,668,16,652,652,457,1.46,98.54,15.71,94.48,2.81,97.19,40.7,57.19,0.4,99.6,12.92,86.68,0.84,99.16,20.82,80.76,2.4,97.6,97.6,68.41
"06075025300","Census Tract 253, San Francisco County, California","ACSSF","ca","140","00","0010010",,,,,"06","075",,,"025300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025300","Census Tract 253",,,,4404,157,4247,1045,3614,3.56,96.44,23.73,82.06,578,0,578,34,554,216,6,210,108,125,1176,78,1098,131,967,1831,73,1758,211,1571,603,0,603,561,397,0,100,5.88,95.85,2.78,97.22,50,57.87,6.63,93.37,11.14,82.23,3.99,96.01,11.52,85.8,0,100,93.03,65.84
"06075025401","Census Tract 254.01, San Francisco County, California","ACSSF","ca","140","00","0010011",,,,,"06","075",,,"025401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025401","Census Tract 254.01",,,,3781,80,3701,737,3131,2.12,97.88,19.49,82.81,913,0,913,37,886,209,3,206,18,189,422,20,402,30,379,1868,57,1811,311,1508,369,0,369,341,169,0,100,4.05,97.04,1.44,98.56,8.61,90.43,4.74,95.26,7.11,89.81,3.05,96.95,16.65,80.73,0,100,92.41,45.8
"06075025402","Census Tract 254.02, San Francisco County, California","ACSSF","ca","140","00","0010012",,,,,"06","075",,,"025402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025402","Census Tract 254.02",,,,3522,210,3312,1207,2607,5.96,94.04,34.27,74.02,496,22,474,145,348,198,0,198,57,161,525,86,439,71,368,1500,86,1414,163,1329,803,16,787,771,401,4.44,95.56,29.23,70.16,0,100,28.79,81.31,16.38,83.62,13.52,70.1,5.73,94.27,10.87,88.6,1.99,98.01,96.01,49.94
"06075025403","Census Tract 254.03, San Francisco County, California","ACSSF","ca","140","00","0010013",,,,,"06","075",,,"025403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025403","Census Tract 254.03",,,,4692,315,4377,1323,3309,6.71,93.29,28.2,70.52,1017,65,952,278,702,211,14,197,6,191,558,70,488,61,436,2306,138,2168,441,1795,600,28,572,537,185,6.39,93.61,27.34,69.03,6.64,93.36,2.84,90.52,12.54,87.46,10.93,78.14,5.98,94.02,19.12,77.84,4.67,95.33,89.5,30.83
"06075025501","Census Tract 255.01, San Francisco County, California","ACSSF","ca","140","00","0010014",,,,,"06","075",,,"025501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025501","Census Tract 255.01",,,,4435,123,4312,1399,3220,2.77,97.23,31.54,72.6,945,26,919,219,708,406,11,395,226,169,500,29,471,12,469,1806,57,1749,216,1540,778,0,778,726,334,2.75,97.25,23.17,74.92,2.71,97.29,55.67,41.63,5.8,94.2,2.4,93.8,3.16,96.84,11.96,85.27,0,100,93.32,42.93
"06075025502","Census Tract 255.02, San Francisco County, California","ACSSF","ca","140","00","0010015",,,,,"06","075",,,"025502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025502","Census Tract 255.02",,,,4428,87,4341,1340,3338,1.96,98.04,30.26,75.38,690,0,690,103,587,297,33,264,37,227,725,0,725,160,580,1870,54,1816,255,1600,846,0,846,785,344,0,100,14.93,85.07,11.11,88.89,12.46,76.43,0,100,22.07,80,2.89,97.11,13.64,85.56,0,100,92.79,40.66
"06075025600","Census Tract 256, San Francisco County, California","ACSSF","ca","140","00","0010016",,,,,"06","075",,,"025600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025600","Census Tract 256",,,,5158,447,4711,2077,3408,8.67,91.33,40.27,66.07,972,168,804,395,437,400,32,368,186,328,672,27,645,133,557,2223,220,2003,511,1557,891,0,891,852,529,17.28,82.72,40.64,44.96,8,92,46.5,82,4.02,95.98,19.79,82.89,9.9,90.1,22.99,70.04,0,100,95.62,59.37
"06075025701","Census Tract 257.01, San Francisco County, California","ACSSF","ca","140","00","0010017",,,,,"06","075",,,"025701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025701","Census Tract 257.01",,,,5424,343,5081,1280,4208,6.32,93.68,23.6,77.58,1146,17,1129,153,976,258,11,247,17,236,478,29,449,25,424,2794,262,2532,416,2176,748,24,724,669,396,1.48,98.52,13.35,85.17,4.26,95.74,6.59,91.47,6.07,93.93,5.23,88.7,9.38,90.62,14.89,77.88,3.21,96.79,89.44,52.94
"06075025702","Census Tract 257.02, San Francisco County, California","ACSSF","ca","140","00","0010018",,,,,"06","075",,,"025702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025702","Census Tract 257.02",,,,3974,47,3927,1642,2769,1.18,98.82,41.32,69.68,627,0,627,303,324,184,26,158,62,96,501,10,491,95,396,1762,11,1751,444,1319,900,0,900,738,634,0,100,48.33,51.67,14.13,85.87,33.7,52.17,2,98,18.96,79.04,0.62,99.38,25.2,74.86,0,100,82,70.44
"06075025800","Census Tract 258, San Francisco County, California","ACSSF","ca","140","00","0010019",,,,,"06","075",,,"025800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025800","Census Tract 258",,,,2153,79,2074,818,1422,3.67,96.33,37.99,66.05,308,0,308,97,211,197,6,191,80,127,376,57,319,89,230,991,16,975,275,745,281,0,281,277,109,0,100,31.49,68.51,3.05,96.95,40.61,64.47,15.16,84.84,23.67,61.17,1.61,98.39,27.75,75.18,0,100,98.58,38.79
"06075025900","Census Tract 259, San Francisco County, California","ACSSF","ca","140","00","0010020",,,,,"06","075",,,"025900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075025900","Census Tract 259",,,,4409,141,4268,1314,3543,3.2,96.8,29.8,80.36,741,37,704,111,593,353,23,330,70,279,734,35,699,68,631,1834,46,1788,356,1492,747,0,747,709,548,4.99,95.01,14.98,80.03,6.52,93.48,19.83,79.04,4.77,95.23,9.26,85.97,2.51,97.49,19.41,81.35,0,100,94.91,73.36
"06075026001","Census Tract 260.01, San Francisco County, California","ACSSF","ca","140","00","0010021",,,,,"06","075",,,"026001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026001","Census Tract 260.01",,,,6463,412,6051,2217,4497,6.37,93.63,34.3,69.58,1111,0,1111,459,732,722,56,666,122,557,1094,148,946,255,763,2701,196,2505,617,1988,835,12,823,764,457,0,100,41.31,65.89,7.76,92.24,16.9,77.15,13.53,86.47,23.31,69.74,7.26,92.74,22.84,73.6,1.44,98.56,91.5,54.73
"06075026002","Census Tract 260.02, San Francisco County, California","ACSSF","ca","140","00","0010022",,,,,"06","075",,,"026002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026002","Census Tract 260.02",,,,3306,110,3196,1167,2450,3.33,96.67,35.3,74.11,579,33,546,221,381,311,0,311,84,227,342,32,310,117,206,1486,45,1441,199,1311,588,0,588,546,325,5.7,94.3,38.17,65.8,0,100,27.01,72.99,9.36,90.64,34.21,60.23,3.03,96.97,13.39,88.22,0,100,92.86,55.27
"06075026003","Census Tract 260.03, San Francisco County, California","ACSSF","ca","140","00","0010023",,,,,"06","075",,,"026003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026003","Census Tract 260.03",,,,5085,475,4610,1726,3346,9.34,90.66,33.94,65.8,1060,121,939,331,629,392,63,329,71,258,508,45,463,174,296,2226,246,1980,410,1702,899,0,899,740,461,11.42,88.58,31.23,59.34,16.07,83.93,18.11,65.82,8.86,91.14,34.25,58.27,11.05,88.95,18.42,76.46,0,100,82.31,51.28
"06075026004","Census Tract 260.04, San Francisco County, California","ACSSF","ca","140","00","0010024",,,,,"06","075",,,"026004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026004","Census Tract 260.04",,,,4107,167,3940,1482,2832,4.07,95.93,36.08,68.96,984,0,984,388,596,251,22,229,70,197,400,22,378,18,369,1690,123,1567,268,1347,782,0,782,738,323,0,100,39.43,60.57,8.76,91.24,27.89,78.49,5.5,94.5,4.5,92.25,7.28,92.72,15.86,79.7,0,100,94.37,41.3
"06075026100","Census Tract 261, San Francisco County, California","ACSSF","ca","140","00","0010025",,,,,"06","075",,,"026100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026100","Census Tract 261",,,,7566,660,6906,2361,5053,8.72,91.28,31.21,66.79,1185,10,1175,248,937,368,0,368,101,267,1126,204,922,162,760,3566,446,3120,641,2585,1321,0,1321,1209,504,0.84,99.16,20.93,79.07,0,100,27.45,72.55,18.12,81.88,14.39,67.5,12.51,87.49,17.98,72.49,0,100,91.52,38.15
"06075026201","Census Tract 262.01, San Francisco County, California","ACSSF","ca","140","00","0010026",,,,,"06","075",,,"026201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026201","Census Tract 262.01",,,,3817,150,3667,1648,2468,3.93,96.07,43.18,64.66,600,7,593,248,454,246,33,213,42,171,511,23,488,161,327,1719,87,1632,465,1246,741,0,741,732,270,1.17,98.83,41.33,75.67,13.41,86.59,17.07,69.51,4.5,95.5,31.51,63.99,5.06,94.94,27.05,72.48,0,100,98.79,36.44
"06075026202","Census Tract 262.02, San Francisco County, California","ACSSF","ca","140","00","0010027",,,,,"06","075",,,"026202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026202","Census Tract 262.02",,,,3839,164,3675,1579,2318,4.27,95.73,41.13,60.38,412,0,412,165,247,262,10,252,182,70,482,79,403,156,247,1909,75,1834,355,1499,774,0,774,721,255,0,100,40.05,59.95,3.82,96.18,69.47,26.72,16.39,83.61,32.37,51.24,3.93,96.07,18.6,78.52,0,100,93.15,32.95
"06075026301","Census Tract 263.01, San Francisco County, California","ACSSF","ca","140","00","0010028",,,,,"06","075",,,"026301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026301","Census Tract 263.01",,,,5715,326,5389,2918,3131,5.7,94.3,51.06,54.79,895,0,895,486,451,412,48,364,207,185,844,0,844,289,555,2159,241,1918,666,1308,1405,37,1368,1270,632,0,100,54.3,50.39,11.65,88.35,50.24,44.9,0,100,34.24,65.76,11.16,88.84,30.85,60.58,2.63,97.37,90.39,44.98
"06075026302","Census Tract 263.02, San Francisco County, California","ACSSF","ca","140","00","0010029",,,,,"06","075",,,"026302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026302","Census Tract 263.02",,,,5142,167,4975,2111,3449,3.25,96.75,41.05,67.08,842,0,842,435,518,314,37,277,76,216,819,69,750,245,505,2380,61,2319,583,1858,787,0,787,772,352,0,100,51.66,61.52,11.78,88.22,24.2,68.79,8.42,91.58,29.91,61.66,2.56,97.44,24.5,78.07,0,100,98.09,44.73
"06075026303","Census Tract 263.03, San Francisco County, California","ACSSF","ca","140","00","0010030",,,,,"06","075",,,"026303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026303","Census Tract 263.03",,,,4746,187,4559,1331,3867,3.94,96.06,28.04,81.48,874,0,874,260,717,283,69,214,28,186,808,20,788,147,698,1998,98,1900,210,1773,783,0,783,686,493,0,100,29.75,82.04,24.38,75.62,9.89,65.72,2.48,97.52,18.19,86.39,4.9,95.1,10.51,88.74,0,100,87.61,62.96
"06075026401","Census Tract 264.01, San Francisco County, California","ACSSF","ca","140","00","0010031",,,,,"06","075",,,"026401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026401","Census Tract 264.01",,,,3444,79,3365,1475,2261,2.29,97.71,42.83,65.65,778,10,768,353,439,212,34,178,61,117,359,13,346,22,324,1416,22,1394,373,1108,679,0,679,666,273,1.29,98.71,45.37,56.43,16.04,83.96,28.77,55.19,3.62,96.38,6.13,90.25,1.55,98.45,26.34,78.25,0,100,98.09,40.21
"06075026402","Census Tract 264.02, San Francisco County, California","ACSSF","ca","140","00","0010032",,,,,"06","075",,,"026402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026402","Census Tract 264.02",,,,5040,203,4837,1581,3605,4.03,95.97,31.37,71.53,708,0,708,278,445,461,39,422,100,322,363,0,363,87,289,2662,164,2498,415,2110,846,0,846,701,439,0,100,39.27,62.85,8.46,91.54,21.69,69.85,0,100,23.97,79.61,6.16,93.84,15.59,79.26,0,100,82.86,51.89
"06075026403","Census Tract 264.03, San Francisco County, California","ACSSF","ca","140","00","0010033",,,,,"06","075",,,"026403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026403","Census Tract 264.03",,,,3755,127,3628,1690,2504,3.38,96.62,45.01,66.68,442,0,442,213,331,258,13,245,125,132,536,97,439,91,403,1736,12,1724,556,1191,783,5,778,705,447,0,100,48.19,74.89,5.04,94.96,48.45,51.16,18.1,81.9,16.98,75.19,0.69,99.31,32.03,68.61,0.64,99.36,90.04,57.09
"06075026404","Census Tract 264.04, San Francisco County, California","ACSSF","ca","140","00","0010034",,,,,"06","075",,,"026404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075026404","Census Tract 264.04",,,,2760,160,2600,1067,1724,5.8,94.2,38.66,62.46,469,7,462,185,290,332,33,299,88,214,337,24,313,103,231,1214,96,1118,294,884,408,0,408,397,105,1.49,98.51,39.45,61.83,9.94,90.06,26.51,64.46,7.12,92.88,30.56,68.55,7.91,92.09,24.22,72.82,0,100,97.3,25.74
"06075030101","Census Tract 301.01, San Francisco County, California","ACSSF","ca","140","00","0010035",,,,,"06","075",,,"030101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030101","Census Tract 301.01",,,,5062,38,5024,1021,4396,0.75,99.25,20.17,86.84,624,0,624,72,615,573,0,573,120,453,2021,22,1999,316,1733,1416,16,1400,129,1271,428,0,428,384,324,0,100,11.54,98.56,0,100,20.94,79.06,1.09,98.91,15.64,85.75,1.13,98.87,9.11,89.76,0,100,89.72,75.7
"06075030102","Census Tract 301.02, San Francisco County, California","ACSSF","ca","140","00","0010036",,,,,"06","075",,,"030102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030102","Census Tract 301.02",,,,4731,106,4625,904,4291,2.24,97.76,19.11,90.7,750,8,742,53,696,435,32,403,41,362,1084,0,1084,37,1064,1710,66,1644,90,1577,752,0,752,683,592,1.07,98.93,7.07,92.8,7.36,92.64,9.43,83.22,0,100,3.41,98.15,3.86,96.14,5.26,92.22,0,100,90.82,78.72
"06075030201","Census Tract 302.01, San Francisco County, California","ACSSF","ca","140","00","0010037",,,,,"06","075",,,"030201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030201","Census Tract 302.01",,,,4262,103,4159,1386,3088,2.42,97.58,32.52,72.45,621,0,621,311,326,271,15,256,0,256,954,73,881,37,844,1571,15,1556,237,1404,845,0,845,801,258,0,100,50.08,52.5,5.54,94.46,0,94.46,7.65,92.35,3.88,88.47,0.95,99.05,15.09,89.37,0,100,94.79,30.53
"06075030202","Census Tract 302.02, San Francisco County, California","ACSSF","ca","140","00","0010038",,,,,"06","075",,,"030202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030202","Census Tract 302.02",,,,4013,19,3994,1095,3285,0.47,99.53,27.29,81.86,517,0,517,105,436,197,0,197,5,197,924,0,924,46,911,1706,19,1687,313,1436,669,0,669,626,305,0,100,20.31,84.33,0,100,2.54,100,0,100,4.98,98.59,1.11,98.89,18.35,84.17,0,100,93.57,45.59
"06075030301","Census Tract 303.01, San Francisco County, California","ACSSF","ca","140","00","0010039",,,,,"06","075",,,"030301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030301","Census Tract 303.01",,,,6024,203,5821,1363,5040,3.37,96.63,22.63,83.67,799,0,799,37,785,268,0,268,55,213,1506,20,1486,0,1486,2415,183,2232,235,2035,1036,0,1036,1036,521,0,100,4.63,98.25,0,100,20.52,79.48,1.33,98.67,0,98.67,7.58,92.42,9.73,84.27,0,100,100,50.29
"06075030302","Census Tract 303.02, San Francisco County, California","ACSSF","ca","140","00","0010040",,,,,"06","075",,,"030302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030302","Census Tract 303.02",,,,3928,62,3866,1083,3334,1.58,98.42,27.57,84.88,651,0,651,86,609,181,17,164,6,164,882,14,868,147,721,1418,24,1394,92,1324,796,7,789,752,516,0,100,13.21,93.55,9.39,90.61,3.31,90.61,1.59,98.41,16.67,81.75,1.69,98.31,6.49,93.37,0.88,99.12,94.47,64.82
"06075030400","Census Tract 304, San Francisco County, California","ACSSF","ca","140","00","0010041",,,,,"06","075",,,"030400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030400","Census Tract 304",,,,5088,26,5062,1395,4517,0.51,99.49,27.42,88.78,740,0,740,23,717,206,14,192,7,192,521,6,515,44,494,2090,6,2084,127,1991,1531,0,1531,1194,1123,0,100,3.11,96.89,6.8,93.2,3.4,93.2,1.15,98.85,8.45,94.82,0.29,99.71,6.08,95.26,0,100,77.99,73.35
"06075030500","Census Tract 305, San Francisco County, California","ACSSF","ca","140","00","0010042",,,,,"06","075",,,"030500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030500","Census Tract 305",,,,2770,140,2630,691,2351,5.05,94.95,24.95,84.87,505,58,447,73,428,347,18,329,4,325,185,5,180,8,172,1257,59,1198,148,1076,476,0,476,458,350,11.49,88.51,14.46,84.75,5.19,94.81,1.15,93.66,2.7,97.3,4.32,92.97,4.69,95.31,11.77,85.6,0,100,96.22,73.53
"06075030600","Census Tract 306, San Francisco County, California","ACSSF","ca","140","00","0010043",,,,,"06","075",,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030600","Census Tract 306",,,,2514,42,2472,580,2277,1.67,98.33,23.07,90.57,501,0,501,11,496,88,0,88,11,77,283,5,278,0,278,1160,23,1137,113,1062,482,14,468,445,364,0,100,2.2,99,0,100,12.5,87.5,1.77,98.23,0,98.23,1.98,98.02,9.74,91.55,2.9,97.1,92.32,75.52
"06075030700","Census Tract 307, San Francisco County, California","ACSSF","ca","140","00","0010044",,,,,"06","075",,,"030700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030700","Census Tract 307",,,,6959,50,6909,2073,6142,0.72,99.28,29.79,88.26,1477,0,1477,33,1463,283,0,283,21,262,585,15,570,58,512,2893,35,2858,251,2662,1721,0,1721,1710,1243,0,100,2.23,99.05,0,100,7.42,92.58,2.56,97.44,9.91,87.52,1.21,98.79,8.68,92.02,0,100,99.36,72.23
"06075030800","Census Tract 308, San Francisco County, California","ACSSF","ca","140","00","0010045",,,,,"06","075",,,"030800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030800","Census Tract 308",,,,6010,114,5896,1524,5314,1.9,98.1,25.36,88.42,1105,27,1078,188,1069,188,36,152,0,152,1221,23,1198,135,1182,2374,14,2360,126,2299,1122,14,1108,1075,612,2.44,97.56,17.01,96.74,19.15,80.85,0,80.85,1.88,98.12,11.06,96.81,0.59,99.41,5.31,96.84,1.25,98.75,95.81,54.55
"06075030900","Census Tract 309, San Francisco County, California","ACSSF","ca","140","00","0010046",,,,,"06","075",,,"030900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075030900","Census Tract 309",,,,6762,72,6690,1874,5714,1.06,98.94,27.71,84.5,1499,0,1499,293,1285,312,2,310,7,303,584,30,554,37,527,2849,40,2809,138,2688,1518,0,1518,1399,911,0,100,19.55,85.72,0.64,99.36,2.24,97.12,5.14,94.86,6.34,90.24,1.4,98.6,4.84,94.35,0,100,92.16,60.01
"06075031000","Census Tract 310, San Francisco County, California","ACSSF","ca","140","00","0010047",,,,,"06","075",,,"031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031000","Census Tract 310",,,,4089,82,4007,1297,3232,2.01,97.99,31.72,79.04,727,14,713,130,593,147,15,132,31,101,658,39,619,33,587,1550,14,1536,121,1429,1007,0,1007,982,522,1.93,98.07,17.88,81.57,10.2,89.8,21.09,68.71,5.93,94.07,5.02,89.21,0.9,99.1,7.81,92.19,0,100,97.52,51.84
"06075031100","Census Tract 311, San Francisco County, California","ACSSF","ca","140","00","0010048",,,,,"06","075",,,"031100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031100","Census Tract 311",,,,6295,117,6178,1535,5279,1.86,98.14,24.38,83.86,911,0,911,216,824,503,12,491,21,470,1017,45,972,2,970,2511,60,2451,176,2275,1353,0,1353,1120,740,0,100,23.71,90.45,2.39,97.61,4.17,93.44,4.42,95.58,0.2,95.38,2.39,97.61,7.01,90.6,0,100,82.78,54.69
"06075031201","Census Tract 312.01, San Francisco County, California","ACSSF","ca","140","00","0010049",,,,,"06","075",,,"031201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031201","Census Tract 312.01",,,,6494,302,6192,2923,3696,4.65,95.35,45.01,56.91,942,0,942,597,411,805,229,576,160,445,943,35,908,170,754,2591,33,2558,808,1779,1213,5,1208,1188,307,0,100,63.38,43.63,28.45,71.55,19.88,55.28,3.71,96.29,18.03,79.96,1.27,98.73,31.18,68.66,0.41,99.59,97.94,25.31
"06075031202","Census Tract 312.02, San Francisco County, California","ACSSF","ca","140","00","0010050",,,,,"06","075",,,"031202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031202","Census Tract 312.02",,,,3239,220,3019,904,2376,6.79,93.21,27.91,73.36,627,4,623,111,519,270,47,223,36,194,517,47,470,59,411,1371,79,1292,346,987,454,43,411,352,265,0.64,99.36,17.7,82.78,17.41,82.59,13.33,71.85,9.09,90.91,11.41,79.5,5.76,94.24,25.24,71.99,9.47,90.53,77.53,58.37
"06075031301","Census Tract 313.01, San Francisco County, California","ACSSF","ca","140","00","0010051",,,,,"06","075",,,"031301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06075031301","Census Tract 313.01",,,,3857,0,3857,1841,2852,0,100,47.73,73.94,517,0,517,285,232,300,0,300,63,243,500,0,500,55,474,1571,0,1571,469,1220,969,0,969,969,683,0,100,55.13,44.87,0,100,21,81,0,100,11,94.8,0,100,29.85,77.66,0,100,100,70.49
