FIPS,Geo_QName,Geo_FILEID,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,Median Household Income
06075042800,"Census Tract 428, San Francisco County, California",ACSSF,140,0,10079,06,075,42800,14000US06075042800,Census Tract 428,,235588
06075045100,"Census Tract 451, San Francisco County, California",ACSSF,140,0,10080,06,075,45100,14000US06075045100,Census Tract 451,,175237
06075045201,"Census Tract 452.01, San Francisco County, California",ACSSF,140,0,10081,06,075,45201,14000US06075045201,Census Tract 452.01,,164583
06075045202,"Census Tract 452.02, San Francisco County, California",ACSSF,140,0,10082,06,075,45202,14000US06075045202,Census Tract 452.02,,143164
06075047600,"Census Tract 476, San Francisco County, California",ACSSF,140,0,10083,06,075,47600,14000US06075047600,Census Tract 476,,141544
06075047701,"Census Tract 477.01, San Francisco County, California",ACSSF,140,0,10084,06,075,47701,14000US06075047701,Census Tract 477.01,,106705
06075047702,"Census Tract 477.02, San Francisco County, California",ACSSF,140,0,10085,06,075,47702,14000US06075047702,Census Tract 477.02,,103455
06075047801,"Census Tract 478.01, San Francisco County, California",ACSSF,140,0,10086,06,075,47801,14000US06075047801,Census Tract 478.01,,145568
06075047802,"Census Tract 478.02, San Francisco County, California",ACSSF,140,0,10087,06,075,47802,14000US06075047802,Census Tract 478.02,,101722
06075047902,"Census Tract 479.02, San Francisco County, California",ACSSF,140,0,10088,06,075,47902,14000US06075047902,Census Tract 479.02,,132583
06075047903,"Census Tract 479.03, San Francisco County, California",ACSSF,140,0,10089,06,075,47903,14000US06075047903,Census Tract 479.03,,135757
06075047904,"Census Tract 479.04, San Francisco County, California",ACSSF,140,0,10090,06,075,47904,14000US06075047904,Census Tract 479.04,,79514
06075060100,"Census Tract 601, San Francisco County, California",ACSSF,140,0,10091,06,075,60100,14000US06075060100,Census Tract 601,,218898
06075060400,"Census Tract 604, San Francisco County, California",ACSSF,140,0,10092,06,075,60400,14000US06075060400,Census Tract 604,,80733
06075060502,"Census Tract 605.02, San Francisco County, California",ACSSF,140,0,10093,06,075,60502,14000US06075060502,Census Tract 605.02,,34896
06075060701,"Census Tract 607.01, San Francisco County, California",ACSSF,140,0,10094,06,075,60701,14000US06075060701,Census Tract 607.01,,165718
06075060702,"Census Tract 607.02, San Francisco County, California",ACSSF,140,0,10095,06,075,60702,14000US06075060702,Census Tract 607.02,,
06075060703,"Census Tract 607.03, San Francisco County, California",ACSSF,140,0,10096,06,075,60703,14000US06075060703,Census Tract 607.03,,183168
06075061000,"Census Tract 610, San Francisco County, California",ACSSF,140,0,10097,06,075,61000,14000US06075061000,Census Tract 610,,89125
06075061101,"Census Tract 611.01, San Francisco County, California",ACSSF,140,0,10098,06,075,61101,14000US06075061101,Census Tract 611.01,,17146
06075061102,"Census Tract 611.02, San Francisco County, California",ACSSF,140,0,10099,06,075,61102,14000US06075061102,Census Tract 611.02,,24656
06075061200,"Census Tract 612, San Francisco County, California",ACSSF,140,0,10100,06,075,61200,14000US06075061200,Census Tract 612,,89063
06075061401,"Census Tract 614.01, San Francisco County, California",ACSSF,140,0,10101,06,075,61401,14000US06075061401,Census Tract 614.01,,149396
06075061402,"Census Tract 614.02, San Francisco County, California",ACSSF,140,0,10102,06,075,61402,14000US06075061402,Census Tract 614.02,,160823
06075061501,"Census Tract 615.01, San Francisco County, California",ACSSF,140,0,10103,06,075,61501,14000US06075061501,Census Tract 615.01,,250001
06075061502,"Census Tract 615.02, San Francisco County, California",ACSSF,140,0,10104,06,075,61502,14000US06075061502,Census Tract 615.02,,106165
06075061503,"Census Tract 615.03, San Francisco County, California",ACSSF,140,0,10105,06,075,61503,14000US06075061503,Census Tract 615.03,,204620
06075061504,"Census Tract 615.04, San Francisco County, California",ACSSF,140,0,10106,06,075,61504,14000US06075061504,Census Tract 615.04,,241230
06075061505,"Census Tract 615.05, San Francisco County, California",ACSSF,140,0,10107,06,075,61505,14000US06075061505,Census Tract 615.05,,249901
06075061506,"Census Tract 615.06, San Francisco County, California",ACSSF,140,0,10108,06,075,61506,14000US06075061506,Census Tract 615.06,,250001
06075061507,"Census Tract 615.07, San Francisco County, California",ACSSF,140,0,10109,06,075,61507,14000US06075061507,Census Tract 615.07,,93466
06075061508,"Census Tract 615.08, San Francisco County, California",ACSSF,140,0,10110,06,075,61508,14000US06075061508,Census Tract 615.08,,
06075980200,"Census Tract 9802, San Francisco County, California",ACSSF,140,0,10111,06,075,980200,14000US06075980200,Census Tract 9802,,
06075980300,"Census Tract 9803, San Francisco County, California",ACSSF,140,0,10112,06,075,980300,14000US06075980300,Census Tract 9803,,149688
06075980401,"Census Tract 9804.01, San Francisco County, California",ACSSF,140,0,10113,06,075,980401,14000US06075980401,Census Tract 9804.01,,
06075980501,"Census Tract 9805.01, San Francisco County, California",ACSSF,140,0,10114,06,075,980501,14000US06075980501,Census Tract 9805.01,,11316
06075980600,"Census Tract 9806, San Francisco County, California",ACSSF,140,0,10115,06,075,980600,14000US06075980600,Census Tract 9806,,120268
06075980900,"Census Tract 9809, San Francisco County, California",ACSSF,140,0,10116,06,075,980900,14000US06075980900,Census Tract 9809,,137750
06075990100,"Census Tract 9901, San Francisco County, California",ACSSF,140,0,10117,06,075,990100,14000US06075990100,Census Tract 9901,,
06075990200,"Census Tract 9902, San Francisco County, California",ACSSF,140,0,10118,06,075,990200,14000US06075990200,Census Tract 9902,,
